14 	0.0625 	0.500004 	0.175152 	-0.000743472 	0
14 	0.1875 	0.500007 	0.372997 	-0.00218721 	0
14 	0.3125 	0.500007 	0.411772 	-0.00359457 	0
14 	0.4375 	0.500007 	0.442769 	-0.00493899 	0
14 	0.5625 	0.500006 	0.472691 	-0.00611762 	0
14 	0.6875 	0.500006 	0.503144 	-0.00708065 	0
14 	0.8125 	0.500006 	0.534488 	-0.00778765 	0
14 	0.9375 	0.500006 	0.566594 	-0.00820853 	0
14 	1.0625 	0.500006 	0.599027 	-0.0083215 	0
14 	1.1875 	0.500005 	0.631061 	-0.00811609 	0
14 	1.3125 	0.500005 	0.661611 	-0.00759831 	0
14 	1.4375 	0.500005 	0.689128 	-0.00679895 	0
14 	1.5625 	0.500005 	0.711569 	-0.00578409 	0
14 	1.6875 	0.500004 	0.726701 	-0.00465654 	0
14 	1.8125 	0.500004 	0.732757 	-0.00352904 	0
14 	1.9375 	0.500004 	0.72893 	-0.00248196 	0
14 	2.0625 	0.500004 	0.715396 	-0.00154986 	0
14 	2.1875 	0.500003 	0.693191 	-0.000743546 	0
14 	2.3125 	0.500003 	0.663889 	-7.60762e-05 	0
14 	2.4375 	0.500003 	0.629019 	0.000423682 	0
14 	2.5625 	0.500003 	0.589333 	0.000716208 	0
14 	2.6875 	0.500002 	0.543545 	0.000773151 	0
14 	2.8125 	0.500002 	0.483284 	0.000607848 	0
14 	2.9375 	0.500002 	0.223893 	0.0002375 	0
