3 	0.0625 	0.500004 	0.0130759
3 	0.1875 	0.500007 	0.0202509
3 	0.3125 	0.500007 	0.0272773
3 	0.4375 	0.500007 	0.0316057
3 	0.5625 	0.500006 	0.0339324
3 	0.6875 	0.500006 	0.0340022
3 	0.8125 	0.500006 	0.0314266
3 	0.9375 	0.500006 	0.0261274
3 	1.0625 	0.500006 	0.019076
3 	1.1875 	0.500005 	0.0124282
3 	1.3125 	0.500005 	0.00793648
3 	1.4375 	0.500005 	0.00557494
3 	1.5625 	0.500005 	0.0043903
3 	1.6875 	0.500004 	0.00373844
3 	1.8125 	0.500004 	0.00339646
3 	1.9375 	0.500004 	0.00330819
3 	2.0625 	0.500004 	0.00348426
3 	2.1875 	0.500003 	0.00397436
3 	2.3125 	0.500003 	0.00481147
3 	2.4375 	0.500003 	0.00594677
3 	2.5625 	0.500003 	0.00722405
3 	2.6875 	0.500002 	0.00836477
3 	2.8125 	0.500002 	0.00868666
3 	2.9375 	0.500002 	0.00816398
