-0.023 	2.58494e-26 	0.226774 	0 	0 	0
-0.023 	2.55934e-26 	0.22948 	-1.83528 	0.000455134 	0.866358
-0.023 	2.53132e-26 	0.232442 	-3.86272 	-0.0278261 	2.31362
-0.023 	2.52739e-26 	0.232857 	-4.09822 	-0.0313653 	2.5082
-0.023 	2.51138e-26 	0.23455 	-4.92448 	-0.0389849 	3.14996
-0.023 	2.48826e-26 	0.236993 	-5.19645 	-0.0469549 	3.4107
-0.023 	2.44105e-26 	0.241984 	-5.91052 	-0.0587244 	4.22887
-0.023 	2.41016e-26 	0.245249 	-5.92583 	-0.0640359 	4.25035
-0.023 	2.34413e-26 	0.252228 	-5.59547 	-0.0769505 	4.0822
-0.023 	2.34214e-26 	0.252438 	-5.58585 	-0.0774047 	4.07498
-0.023 	2.28502e-26 	0.258476 	-5.27535 	-0.0891388 	3.82545
-0.023 	2.22689e-26 	0.26462 	-4.84191 	-0.100471 	3.49082
-0.023 	2.16834e-26 	0.270808 	-4.33617 	-0.104559 	3.10723
-0.023 	2.10985e-26 	0.276991 	-3.72322 	-0.102327 	2.67849
-0.023 	2.05297e-26 	0.283003 	-2.90714 	-0.0969617 	2.2053
-0.023 	1.9953e-26 	0.289099 	-1.7187 	-0.0873689 	1.6635
-0.023 	1.93669e-26 	0.295293 	0.108796 	-0.0609948 	1.00631
-0.023 	1.88637e-26 	0.300612 	2.71772 	-0.0308762 	0.253363
-0.023 	1.83792e-26 	0.305734 	6.33244 	-0.0190594 	-0.615062
-0.023 	1.78059e-26 	0.311794 	11.1343 	-0.0180305 	-1.58743
-0.023 	1.72229e-26 	0.317956 	17.3876 	0.0225914 	-2.59967
-0.023 	1.662e-26 	0.324328 	25.1901 	0.0863559 	-3.59011
-0.023 	1.60302e-26 	0.330562 	33.705 	0.124305 	-4.38475
-0.023 	1.54377e-26 	0.336825 	39.6182 	0.0956604 	-4.78795
-0.023 	1.48593e-26 	0.342939 	42.0333 	0.0457673 	-4.92045
-0.023 	1.43034e-26 	0.348815 	42.9237 	0.0276583 	-4.94528
-0.023 	1.37375e-26 	0.354796 	43.3203 	0.0257392 	-4.92291
-0.023 	1.32478e-26 	0.359972 	43.5208 	0.0215779 	-4.88414
-0.023 	1.26593e-26 	0.366192 	43.6207 	0.00984246 	-4.8148
-0.023 	1.2071e-26 	0.37241 	43.6619 	0.00177601 	-4.73717
-0.023 	1.14826e-26 	0.37863 	43.6685 	-0.000904515 	-4.65661
-0.023 	1.08941e-26 	0.384851 	43.6463 	-0.00196276 	-4.57052
-0.023 	1.0305e-26 	0.391077 	43.5984 	-0.00801228 	-4.47915
-0.023 	9.53175e-27 	0.39925 	43.5331 	-0.0110147 	-4.35857
-0.023 	8.94371e-27 	0.405466 	43.4639 	-0.0218812 	-4.23983
-0.023 	7.69727e-27 	0.418641 	43.3365 	-0.0201164 	-4.0406
-0.023 	6.44734e-27 	0.431852 	43.2183 	-0.0274474 	-3.82159
-0.023 	5.27153e-27 	0.44428 	43.1138 	-0.017107 	-3.63208
-0.023 	4.0955e-27 	0.456711 	43.0098 	-0.0151837 	-3.43734
-0.023 	2.9192e-27 	0.469144 	42.9154 	-0.0208425 	-3.24748
-0.023 	1.74224e-27 	0.481585 	42.8203 	-0.0171403 	-3.05979
-0.023 	1.69469e-27 	0.482087 	42.8181 	-0.0217376 	-3.0513
-0.023 	5.94905e-28 	0.493712 	42.7478 	-0.0190566 	-2.90537
