# Residuals  
# Time       	p            	Ux           	Uy           	Uz           
948          	3.006580e-03	3.281210e-04	1.310090e-03	1.469950e-03
949          	2.943140e-03	3.271500e-04	1.305270e-03	1.464180e-03
950          	3.004130e-03	3.261070e-04	1.304300e-03	1.458070e-03
951          	2.891760e-03	3.250980e-04	1.297020e-03	1.456820e-03
952          	3.015310e-03	3.252810e-04	1.293270e-03	1.446960e-03
953          	2.901730e-03	3.249690e-04	1.294260e-03	1.447160e-03
954          	3.005770e-03	3.242140e-04	1.297690e-03	1.442430e-03
955          	2.886800e-03	3.234870e-04	1.287850e-03	1.459030e-03
956          	3.020540e-03	3.238020e-04	1.288730e-03	1.443380e-03
957          	2.848670e-03	3.235490e-04	1.286330e-03	1.443860e-03
958          	3.014580e-03	3.242680e-04	1.294040e-03	1.445790e-03
959          	2.876090e-03	3.236180e-04	1.287860e-03	1.450890e-03
960          	2.992060e-03	3.246770e-04	1.290810e-03	1.440670e-03
961          	2.958430e-03	3.248620e-04	1.286840e-03	1.447070e-03
962          	2.991270e-03	3.251060e-04	1.289040e-03	1.436920e-03
963          	2.909650e-03	3.216970e-04	1.281650e-03	1.440140e-03
964          	3.016100e-03	3.215550e-04	1.281390e-03	1.432340e-03
965          	2.891280e-03	3.229940e-04	1.277830e-03	1.432090e-03
966          	3.046030e-03	3.247450e-04	1.287280e-03	1.435950e-03
967          	2.896460e-03	3.214530e-04	1.280500e-03	1.435160e-03
968          	3.002410e-03	3.220460e-04	1.276510e-03	1.433670e-03
969          	2.921670e-03	3.215280e-04	1.277470e-03	1.436770e-03
970          	3.012000e-03	3.213730e-04	1.283630e-03	1.429190e-03
971          	2.867430e-03	3.208280e-04	1.282430e-03	1.436450e-03
972          	3.082980e-03	3.209440e-04	1.274600e-03	1.431210e-03
973          	2.852690e-03	3.211310e-04	1.271790e-03	1.429870e-03
974          	3.007280e-03	3.218800e-04	1.277250e-03	1.426940e-03
975          	2.884120e-03	3.205640e-04	1.274260e-03	1.438870e-03
976          	2.947710e-03	3.180870e-04	1.270470e-03	1.428160e-03
977          	2.882460e-03	3.171390e-04	1.262870e-03	1.424900e-03
978          	2.989040e-03	3.188550e-04	1.271640e-03	1.424840e-03
979          	2.855610e-03	3.191980e-04	1.269640e-03	1.433970e-03
980          	2.971890e-03	3.181510e-04	1.265870e-03	1.432660e-03
981          	2.928660e-03	3.162340e-04	1.259170e-03	1.423730e-03
982          	2.933230e-03	3.162350e-04	1.262790e-03	1.420600e-03
983          	2.929230e-03	3.167700e-04	1.259420e-03	1.423060e-03
984          	2.920090e-03	3.156020e-04	1.258250e-03	1.415090e-03
985          	2.899600e-03	3.149300e-04	1.249820e-03	1.409050e-03
986          	2.963210e-03	3.171070e-04	1.258280e-03	1.416070e-03
987          	2.891600e-03	3.161250e-04	1.257440e-03	1.417630e-03
988          	2.991890e-03	3.156500e-04	1.253230e-03	1.412760e-03
989          	2.910570e-03	3.159650e-04	1.250550e-03	1.421590e-03
990          	2.988170e-03	3.184080e-04	1.264540e-03	1.427090e-03
991          	2.902130e-03	3.177340e-04	1.259560e-03	1.421230e-03
992          	2.929460e-03	3.167380e-04	1.252750e-03	1.411240e-03
993          	2.932700e-03	3.146940e-04	1.250800e-03	1.409870e-03
994          	2.948420e-03	3.164670e-04	1.254420e-03	1.414750e-03
995          	2.887010e-03	3.161940e-04	1.256380e-03	1.415890e-03
996          	2.975330e-03	3.158050e-04	1.248720e-03	1.415460e-03
997          	2.909360e-03	3.131110e-04	1.244510e-03	1.413430e-03
998          	2.941590e-03	3.132930e-04	1.249130e-03	1.403570e-03
999          	2.887400e-03	3.104910e-04	1.241330e-03	1.399640e-03
1000         	2.964430e-03	3.114940e-04	1.240300e-03	1.395890e-03
1001         	2.901950e-03	3.117070e-04	1.235930e-03	1.413860e-03
1002         	2.981400e-03	3.136390e-04	1.250800e-03	1.430830e-03
1003         	2.904830e-03	3.133070e-04	1.248480e-03	1.424280e-03
1004         	2.959760e-03	3.126820e-04	1.243680e-03	1.408400e-03
1005         	2.873330e-03	3.120020e-04	1.237710e-03	1.403860e-03
1006         	2.953910e-03	3.106300e-04	1.240910e-03	1.398050e-03
1007         	2.866320e-03	3.089700e-04	1.234990e-03	1.399340e-03
1008         	3.005550e-03	3.096610e-04	1.235410e-03	1.394060e-03
1009         	2.851850e-03	3.105510e-04	1.233350e-03	1.398110e-03
1010         	2.987230e-03	3.107110e-04	1.241190e-03	1.400900e-03
1011         	2.914020e-03	3.093000e-04	1.238050e-03	1.404240e-03
1012         	2.953030e-03	3.092140e-04	1.231730e-03	1.397020e-03
1013         	2.930010e-03	3.097460e-04	1.231870e-03	1.407030e-03
1014         	2.936190e-03	3.095100e-04	1.236590e-03	1.406040e-03
1015         	2.925130e-03	3.097170e-04	1.233660e-03	1.414140e-03
1016         	2.970860e-03	3.101980e-04	1.234200e-03	1.402330e-03
1017         	2.890490e-03	3.092340e-04	1.226940e-03	1.395640e-03
1018         	2.967300e-03	3.086190e-04	1.230080e-03	1.391370e-03
1019         	2.900090e-03	3.083220e-04	1.227860e-03	1.392270e-03
1020         	2.996970e-03	3.098940e-04	1.225540e-03	1.395130e-03
1021         	2.860880e-03	3.107520e-04	1.226310e-03	1.401950e-03
1022         	2.975660e-03	3.104540e-04	1.230920e-03	1.394010e-03
1023         	2.873440e-03	3.084100e-04	1.226080e-03	1.395000e-03
1024         	2.935030e-03	3.099710e-04	1.226230e-03	1.398190e-03
1025         	2.882640e-03	3.109160e-04	1.233110e-03	1.408400e-03
1026         	2.992160e-03	3.110820e-04	1.234740e-03	1.404760e-03
1027         	2.838230e-03	3.075590e-04	1.223830e-03	1.398790e-03
1028         	2.974850e-03	3.088100e-04	1.220600e-03	1.388680e-03
1029         	2.858240e-03	3.080170e-04	1.216320e-03	1.389870e-03
1030         	2.965580e-03	3.103820e-04	1.223200e-03	1.394290e-03
1031         	2.877020e-03	3.101860e-04	1.225640e-03	1.400980e-03
1032         	2.991960e-03	3.106800e-04	1.218820e-03	1.392780e-03
1033         	2.828000e-03	3.085050e-04	1.217290e-03	1.386690e-03
1034         	2.970710e-03	3.068180e-04	1.216810e-03	1.384790e-03
1035         	2.920560e-03	3.061880e-04	1.212640e-03	1.385720e-03
1036         	2.899550e-03	3.076190e-04	1.214980e-03	1.373650e-03
1037         	2.915350e-03	3.077240e-04	1.210180e-03	1.381420e-03
1038         	2.955940e-03	3.069140e-04	1.211630e-03	1.385940e-03
1039         	2.897810e-03	3.068700e-04	1.210890e-03	1.389560e-03
1040         	2.988330e-03	3.073010e-04	1.210420e-03	1.378760e-03
1041         	2.893550e-03	3.053460e-04	1.204560e-03	1.377470e-03
1042         	2.956380e-03	3.045420e-04	1.205720e-03	1.380790e-03
1043         	2.854300e-03	3.049240e-04	1.206240e-03	1.384820e-03
1044         	2.974200e-03	3.062940e-04	1.208040e-03	1.377890e-03
1045         	2.877880e-03	3.050320e-04	1.210610e-03	1.373280e-03
1046         	2.904590e-03	3.053790e-04	1.209890e-03	1.379380e-03
1047         	2.922210e-03	3.070530e-04	1.212670e-03	1.381660e-03
1048         	2.965900e-03	3.080380e-04	1.211200e-03	1.373640e-03
1049         	2.854510e-03	3.052290e-04	1.205090e-03	1.369030e-03
1050         	2.941840e-03	3.044270e-04	1.210790e-03	1.367800e-03
1051         	2.854910e-03	3.032140e-04	1.206760e-03	1.364780e-03
1052         	2.997640e-03	3.044900e-04	1.208810e-03	1.362380e-03
1053         	2.837370e-03	3.036620e-04	1.209150e-03	1.367540e-03
1054         	2.930700e-03	3.050810e-04	1.210450e-03	1.376010e-03
1055         	2.919520e-03	3.050090e-04	1.210130e-03	1.377960e-03
1056         	2.895650e-03	3.056210e-04	1.207220e-03	1.364760e-03
1057         	2.874500e-03	3.035480e-04	1.201620e-03	1.366200e-03
1058         	2.929050e-03	3.024000e-04	1.202360e-03	1.364360e-03
1059         	2.881010e-03	3.024410e-04	1.199650e-03	1.369330e-03
1060         	2.953540e-03	3.060850e-04	1.204940e-03	1.369950e-03
1061         	2.901780e-03	3.045330e-04	1.201050e-03	1.372120e-03
1062         	2.905660e-03	3.032340e-04	1.203400e-03	1.367770e-03
1063         	2.893320e-03	3.032970e-04	1.199680e-03	1.367520e-03
1064         	2.932640e-03	3.043120e-04	1.205970e-03	1.363830e-03
1065         	2.865020e-03	3.030740e-04	1.207790e-03	1.366170e-03
1066         	2.955330e-03	3.027680e-04	1.209850e-03	1.361510e-03
1067         	2.869700e-03	3.047030e-04	1.209040e-03	1.368160e-03
1068         	2.972550e-03	3.061290e-04	1.214100e-03	1.371720e-03
1069         	2.874620e-03	3.029820e-04	1.213150e-03	1.362600e-03
1070         	2.941370e-03	3.012100e-04	1.209710e-03	1.349530e-03
1071         	2.864030e-03	3.025500e-04	1.204910e-03	1.362170e-03
1072         	2.929370e-03	3.031270e-04	1.206380e-03	1.364400e-03
1073         	2.875950e-03	3.011890e-04	1.203630e-03	1.369220e-03
1074         	2.909850e-03	3.008210e-04	1.205820e-03	1.360550e-03
1075         	2.890380e-03	3.033290e-04	1.207090e-03	1.364260e-03
1076         	2.930690e-03	3.056460e-04	1.206260e-03	1.366590e-03
1077         	2.882400e-03	3.039450e-04	1.206490e-03	1.378150e-03
1078         	2.954930e-03	3.020070e-04	1.205120e-03	1.363430e-03
1079         	2.909230e-03	3.034840e-04	1.205540e-03	1.365240e-03
1080         	2.959820e-03	3.041520e-04	1.209610e-03	1.368280e-03
1081         	2.875410e-03	3.022810e-04	1.208840e-03	1.368410e-03
1082         	2.997570e-03	3.016130e-04	1.209610e-03	1.354070e-03
1083         	2.876750e-03	3.015190e-04	1.207550e-03	1.364480e-03
1084         	2.985430e-03	3.023160e-04	1.211910e-03	1.365310e-03
1085         	2.878630e-03	3.014270e-04	1.209620e-03	1.375420e-03
1086         	3.003150e-03	3.029100e-04	1.216120e-03	1.365630e-03
1087         	2.898890e-03	3.038980e-04	1.213430e-03	1.374900e-03
1088         	2.925060e-03	3.057900e-04	1.216150e-03	1.365120e-03
1089         	2.986810e-03	3.050830e-04	1.216530e-03	1.377960e-03
1090         	2.911500e-03	3.048250e-04	1.219330e-03	1.366300e-03
1091         	2.946290e-03	3.051970e-04	1.214750e-03	1.376840e-03
1092         	2.951510e-03	3.049720e-04	1.214330e-03	1.376650e-03
1093         	2.916430e-03	3.031390e-04	1.210250e-03	1.376840e-03
1094         	2.971930e-03	3.026480e-04	1.209270e-03	1.359040e-03
1095         	2.864030e-03	3.032240e-04	1.205230e-03	1.367820e-03
1096         	3.039600e-03	3.049280e-04	1.208260e-03	1.370570e-03
1097         	2.873180e-03	3.039000e-04	1.207230e-03	1.377060e-03
1098         	3.002640e-03	3.039830e-04	1.207200e-03	1.368540e-03
1099         	2.908090e-03	3.058210e-04	1.211920e-03	1.381260e-03
1100         	2.977360e-03	3.049970e-04	1.213090e-03	1.372130e-03
1101         	2.876880e-03	3.021190e-04	1.210330e-03	1.371130e-03
1102         	2.979100e-03	3.002850e-04	1.207570e-03	1.356720e-03
1103         	2.894750e-03	3.021490e-04	1.210240e-03	1.364170e-03
1104         	3.003550e-03	3.040420e-04	1.207940e-03	1.364730e-03
1105         	2.887400e-03	3.036140e-04	1.210960e-03	1.382550e-03
1106         	3.025010e-03	3.040630e-04	1.214530e-03	1.367580e-03
1107         	2.910240e-03	3.067590e-04	1.215810e-03	1.380120e-03
1108         	3.011780e-03	3.070610e-04	1.217500e-03	1.371880e-03
1109         	2.931410e-03	3.061680e-04	1.217220e-03	1.377990e-03
1110         	3.008440e-03	3.046290e-04	1.216290e-03	1.365130e-03
1111         	2.920140e-03	3.047860e-04	1.217010e-03	1.368610e-03
1112         	2.956020e-03	3.058750e-04	1.214730e-03	1.370100e-03
1113         	3.010940e-03	3.045280e-04	1.216240e-03	1.380660e-03
1114         	2.899320e-03	3.011890e-04	1.214320e-03	1.364870e-03
1115         	2.901110e-03	3.015430e-04	1.212630e-03	1.362530e-03
1116         	3.023060e-03	3.046010e-04	1.217300e-03	1.368960e-03
1117         	2.897470e-03	3.029590e-04	1.214990e-03	1.377600e-03
1118         	2.972620e-03	3.025720e-04	1.215740e-03	1.368880e-03
1119         	2.947930e-03	3.044150e-04	1.218400e-03	1.377260e-03
1120         	2.960600e-03	3.052540e-04	1.220380e-03	1.378590e-03
1121         	2.910480e-03	3.045050e-04	1.221650e-03	1.390650e-03
1122         	3.001230e-03	3.035880e-04	1.220940e-03	1.368090e-03
1123         	2.906430e-03	3.051490e-04	1.219840e-03	1.374440e-03
1124         	2.970700e-03	3.075320e-04	1.221930e-03	1.375800e-03
1125         	2.939300e-03	3.069230e-04	1.221830e-03	1.383150e-03
1126         	2.941470e-03	3.054620e-04	1.222280e-03	1.371860e-03
1127         	2.971200e-03	3.058140e-04	1.220560e-03	1.376140e-03
1128         	2.937680e-03	3.055420e-04	1.220390e-03	1.367030e-03
1129         	2.940710e-03	3.040790e-04	1.215600e-03	1.371070e-03
1130         	2.970360e-03	3.031310e-04	1.218840e-03	1.360000e-03
1131         	2.927660e-03	3.047730e-04	1.215190e-03	1.378460e-03
1132         	2.940060e-03	3.059990e-04	1.215780e-03	1.371520e-03
1133         	3.004480e-03	3.050150e-04	1.216450e-03	1.368290e-03
1134         	2.900180e-03	3.029710e-04	1.217000e-03	1.364300e-03
1135         	2.965280e-03	3.049640e-04	1.213860e-03	1.366380e-03
1136         	2.980590e-03	3.060740e-04	1.214400e-03	1.367640e-03
1137         	2.933600e-03	3.036070e-04	1.211270e-03	1.371830e-03
1138         	2.942540e-03	3.013730e-04	1.210790e-03	1.359860e-03
1139         	2.912540e-03	3.023080e-04	1.210940e-03	1.366730e-03
1140         	2.928150e-03	3.035240e-04	1.211620e-03	1.369650e-03
1141         	2.933910e-03	3.009730e-04	1.212170e-03	1.366780e-03
1142         	2.919050e-03	3.008900e-04	1.208880e-03	1.361170e-03
1143         	2.920230e-03	3.044700e-04	1.216720e-03	1.370160e-03
1144         	2.990310e-03	3.072000e-04	1.218050e-03	1.375880e-03
1145         	2.871490e-03	3.046080e-04	1.219490e-03	1.380320e-03
1146         	2.937200e-03	3.032110e-04	1.217650e-03	1.366790e-03
1147         	2.912490e-03	3.034060e-04	1.218040e-03	1.371210e-03
1148         	2.951350e-03	3.039820e-04	1.219430e-03	1.371000e-03
1149         	2.901040e-03	3.025820e-04	1.217900e-03	1.369470e-03
1150         	2.946120e-03	3.032370e-04	1.215540e-03	1.361120e-03
1151         	2.915060e-03	3.041600e-04	1.217980e-03	1.364660e-03
1152         	2.951510e-03	3.050470e-04	1.218650e-03	1.363660e-03
1153         	2.891870e-03	3.022890e-04	1.218330e-03	1.363240e-03
1154         	2.971190e-03	3.003120e-04	1.212000e-03	1.352310e-03
1155         	2.886480e-03	3.000590e-04	1.210750e-03	1.351780e-03
1156         	3.007460e-03	3.023370e-04	1.211270e-03	1.350660e-03
1157         	2.862990e-03	3.003980e-04	1.211590e-03	1.356220e-03
1158         	2.938010e-03	2.997060e-04	1.211740e-03	1.351500e-03
1159         	2.915400e-03	3.025890e-04	1.214210e-03	1.369790e-03
1160         	2.957090e-03	3.053100e-04	1.217120e-03	1.371320e-03
1161         	2.913450e-03	3.028290e-04	1.218080e-03	1.368820e-03
1162         	2.929880e-03	3.030340e-04	1.218660e-03	1.358700e-03
1163         	3.017030e-03	3.063760e-04	1.221430e-03	1.380030e-03
1164         	2.920680e-03	3.093190e-04	1.226560e-03	1.369730e-03
1165         	2.938650e-03	3.064530e-04	1.223530e-03	1.373860e-03
1166         	2.932460e-03	3.023650e-04	1.215510e-03	1.353080e-03
1167         	2.902830e-03	3.030230e-04	1.213290e-03	1.363540e-03
1168         	2.977560e-03	3.061600e-04	1.217940e-03	1.362610e-03
1169         	2.901250e-03	3.054050e-04	1.219060e-03	1.368170e-03
1170         	2.927780e-03	3.037400e-04	1.213700e-03	1.353610e-03
1171         	2.971310e-03	3.044550e-04	1.210700e-03	1.370140e-03
1172         	2.933860e-03	3.062730e-04	1.212730e-03	1.369700e-03
1173         	2.969330e-03	3.042460e-04	1.216440e-03	1.373980e-03
1174         	2.921980e-03	3.010770e-04	1.212240e-03	1.349270e-03
1175         	2.950680e-03	3.019940e-04	1.207730e-03	1.358550e-03
1176         	2.931720e-03	3.047170e-04	1.214260e-03	1.360570e-03
1177         	2.918690e-03	3.024550e-04	1.215640e-03	1.365680e-03
1178         	2.952620e-03	3.010010e-04	1.210520e-03	1.353480e-03
1179         	2.929390e-03	3.021980e-04	1.209520e-03	1.370390e-03
1180         	2.951900e-03	3.027730e-04	1.215670e-03	1.365650e-03
1181         	2.955400e-03	3.001690e-04	1.211090e-03	1.363060e-03
1182         	2.903110e-03	2.987400e-04	1.205160e-03	1.346110e-03
1183         	2.940500e-03	3.000050e-04	1.206000e-03	1.350270e-03
1184         	2.918840e-03	3.024220e-04	1.208670e-03	1.345420e-03
1185         	2.962640e-03	3.012440e-04	1.210940e-03	1.362140e-03
1186         	2.875450e-03	3.007590e-04	1.211160e-03	1.349380e-03
1187         	2.939530e-03	3.010770e-04	1.203510e-03	1.360190e-03
1188         	2.900210e-03	3.012380e-04	1.207300e-03	1.356300e-03
1189         	2.926640e-03	2.995310e-04	1.203700e-03	1.363550e-03
1190         	2.887100e-03	2.989270e-04	1.200970e-03	1.339950e-03
1191         	2.923430e-03	3.000510e-04	1.198080e-03	1.349600e-03
1192         	2.917770e-03	3.004170e-04	1.196670e-03	1.344940e-03
1193         	2.944030e-03	2.990800e-04	1.195780e-03	1.360120e-03
1194         	2.882170e-03	2.973180e-04	1.194210e-03	1.337810e-03
1195         	2.896460e-03	2.989400e-04	1.185420e-03	1.345800e-03
1196         	2.940120e-03	3.014690e-04	1.189520e-03	1.339500e-03
1197         	2.926110e-03	3.024360e-04	1.194310e-03	1.357240e-03
1198         	2.898400e-03	3.012210e-04	1.194800e-03	1.345010e-03
1199         	2.956280e-03	3.024770e-04	1.197220e-03	1.358190e-03
1200         	2.960330e-03	3.053620e-04	1.199540e-03	1.356360e-03
1201         	2.935280e-03	3.049070e-04	1.202360e-03	1.364270e-03
1202         	2.930020e-03	3.017530e-04	1.198570e-03	1.336800e-03
1203         	2.916670e-03	3.016120e-04	1.192980e-03	1.348930e-03
1204         	2.920420e-03	3.025010e-04	1.196670e-03	1.340380e-03
1205         	2.912640e-03	3.022840e-04	1.195280e-03	1.351940e-03
1206         	2.929590e-03	2.993840e-04	1.199890e-03	1.337820e-03
1207         	2.899780e-03	2.988150e-04	1.191060e-03	1.340720e-03
1208         	2.905270e-03	2.991920e-04	1.192600e-03	1.335390e-03
1209         	2.920420e-03	2.984560e-04	1.191090e-03	1.347520e-03
1210         	2.900660e-03	2.967580e-04	1.192220e-03	1.344060e-03
1211         	2.968880e-03	2.976220e-04	1.185950e-03	1.349220e-03
1212         	2.935520e-03	2.985120e-04	1.190630e-03	1.343380e-03
1213         	2.872670e-03	2.962130e-04	1.187380e-03	1.346660e-03
1214         	2.918700e-03	2.952100e-04	1.182170e-03	1.333280e-03
1215         	2.925510e-03	2.970060e-04	1.180080e-03	1.349530e-03
1216         	2.889020e-03	2.979380e-04	1.184940e-03	1.338630e-03
1217         	2.897220e-03	2.979920e-04	1.187020e-03	1.348890e-03
1218         	2.883920e-03	2.972460e-04	1.188340e-03	1.340950e-03
1219         	2.949620e-03	2.987040e-04	1.186140e-03	1.345330e-03
1220         	2.857910e-03	2.985150e-04	1.185140e-03	1.330610e-03
1221         	2.899780e-03	2.974450e-04	1.187290e-03	1.339760e-03
1222         	2.850910e-03	2.949650e-04	1.181740e-03	1.325770e-03
1223         	2.923650e-03	2.973520e-04	1.174920e-03	1.343530e-03
1224         	2.890850e-03	2.993740e-04	1.178300e-03	1.338250e-03
1225         	2.889870e-03	3.000510e-04	1.185200e-03	1.347020e-03
1226         	2.876070e-03	2.985180e-04	1.179900e-03	1.335580e-03
1227         	2.934670e-03	2.988460e-04	1.176880e-03	1.350950e-03
1228         	2.884670e-03	2.990100e-04	1.175840e-03	1.334340e-03
1229         	2.895230e-03	2.979790e-04	1.177570e-03	1.344980e-03
1230         	2.883600e-03	2.963130e-04	1.177990e-03	1.331760e-03
1231         	2.928120e-03	2.976100e-04	1.176430e-03	1.345300e-03
1232         	2.875890e-03	2.989570e-04	1.174950e-03	1.332960e-03
1233         	2.860540e-03	2.981450e-04	1.180060e-03	1.346590e-03
1234         	2.911060e-03	2.965230e-04	1.175320e-03	1.328470e-03
1235         	2.874730e-03	2.980790e-04	1.174960e-03	1.342580e-03
1236         	2.882350e-03	2.996760e-04	1.176620e-03	1.334080e-03
1237         	2.893660e-03	2.992780e-04	1.182810e-03	1.347900e-03
1238         	2.866800e-03	2.975450e-04	1.185580e-03	1.333830e-03
1239         	2.908930e-03	2.993150e-04	1.184540e-03	1.354980e-03
1240         	2.918750e-03	2.998730e-04	1.185320e-03	1.337950e-03
1241         	2.832840e-03	2.970530e-04	1.183110e-03	1.339720e-03
1242         	2.902810e-03	2.937070e-04	1.177890e-03	1.323520e-03
1243         	2.851340e-03	2.942020e-04	1.175350e-03	1.335680e-03
1244         	2.897720e-03	2.942860e-04	1.177960e-03	1.321380e-03
1245         	2.876860e-03	2.933320e-04	1.178910e-03	1.341980e-03
1246         	2.838470e-03	2.930320e-04	1.177150e-03	1.331900e-03
1247         	2.892550e-03	2.938850e-04	1.167130e-03	1.339950e-03
1248         	2.911370e-03	2.946380e-04	1.172200e-03	1.326870e-03
1249         	2.876770e-03	2.937790e-04	1.171150e-03	1.334560e-03
1250         	2.881180e-03	2.932580e-04	1.172100e-03	1.323890e-03
1251         	2.881040e-03	2.946590e-04	1.171010e-03	1.343450e-03
1252         	2.913960e-03	2.954330e-04	1.168480e-03	1.326120e-03
1253         	2.841660e-03	2.951530e-04	1.173400e-03	1.331710e-03
1254         	2.862740e-03	2.950400e-04	1.174730e-03	1.325180e-03
1255         	2.900420e-03	2.975190e-04	1.171400e-03	1.335960e-03
1256         	2.935210e-03	2.991360e-04	1.172230e-03	1.331140e-03
1257         	2.909540e-03	2.990630e-04	1.178980e-03	1.338970e-03
1258         	2.867380e-03	2.983540e-04	1.178960e-03	1.333050e-03
1259         	2.942610e-03	2.998160e-04	1.181810e-03	1.342850e-03
1260         	2.847650e-03	3.006900e-04	1.177860e-03	1.333460e-03
1261         	2.890740e-03	2.989690e-04	1.177810e-03	1.340610e-03
1262         	2.881000e-03	2.967630e-04	1.173870e-03	1.327870e-03
1263         	2.864270e-03	2.976860e-04	1.171930e-03	1.345960e-03
1264         	2.870100e-03	2.982830e-04	1.171700e-03	1.328620e-03
1265         	2.863760e-03	2.976260e-04	1.173710e-03	1.343360e-03
1266         	2.877320e-03	2.975960e-04	1.178490e-03	1.334050e-03
1267         	2.882000e-03	2.987920e-04	1.177190e-03	1.354820e-03
1268         	2.923670e-03	2.994200e-04	1.180170e-03	1.341500e-03
1269         	2.885180e-03	2.984520e-04	1.179170e-03	1.352330e-03
1270         	2.887330e-03	2.947530e-04	1.177680e-03	1.338530e-03
1271         	2.865720e-03	2.934500e-04	1.172030e-03	1.342260e-03
1272         	2.900600e-03	2.955330e-04	1.169320e-03	1.337620e-03
1273         	2.877410e-03	2.946670e-04	1.172040e-03	1.340430e-03
1274         	2.902040e-03	2.946500e-04	1.172540e-03	1.328200e-03
1275         	2.924960e-03	2.970460e-04	1.176040e-03	1.343920e-03
1276         	2.923900e-03	2.989470e-04	1.178770e-03	1.339890e-03
1277         	2.881190e-03	2.976600e-04	1.176930e-03	1.347450e-03
1278         	2.885680e-03	2.964700e-04	1.181570e-03	1.334900e-03
1279         	2.850760e-03	2.968380e-04	1.177680e-03	1.338190e-03
1280         	2.912980e-03	2.969480e-04	1.176990e-03	1.334430e-03
1281         	2.882640e-03	2.942400e-04	1.174870e-03	1.335170e-03
1282         	2.830710e-03	2.921010e-04	1.171510e-03	1.319720e-03
1283         	2.859130e-03	2.938360e-04	1.168510e-03	1.330930e-03
1284         	2.891400e-03	2.952000e-04	1.167950e-03	1.321200e-03
1285         	2.855130e-03	2.933400e-04	1.169340e-03	1.330060e-03
1286         	2.889050e-03	2.923540e-04	1.171250e-03	1.319990e-03
1287         	2.842110e-03	2.934100e-04	1.164040e-03	1.327900e-03
1288         	2.924440e-03	2.956380e-04	1.165600e-03	1.321610e-03
1289         	2.868640e-03	2.944100e-04	1.164190e-03	1.331470e-03
1290         	2.865280e-03	2.931970e-04	1.161490e-03	1.310280e-03
1291         	2.861700e-03	2.950580e-04	1.164600e-03	1.327590e-03
1292         	2.835010e-03	2.961060e-04	1.164540e-03	1.313480e-03
1293         	2.917170e-03	2.958790e-04	1.166010e-03	1.331780e-03
1294         	2.898640e-03	2.967630e-04	1.165060e-03	1.319200e-03
1295         	2.829020e-03	2.963170e-04	1.166410e-03	1.329280e-03
1296         	2.880300e-03	2.977420e-04	1.162830e-03	1.324490e-03
1297         	2.868810e-03	2.964600e-04	1.169710e-03	1.340550e-03
1298         	2.802400e-03	2.937170e-04	1.161770e-03	1.323610e-03
1299         	2.947570e-03	2.945150e-04	1.159780e-03	1.332320e-03
1300         	2.817760e-03	2.959790e-04	1.164510e-03	1.320080e-03
1301         	2.912470e-03	2.949790e-04	1.165580e-03	1.334230e-03
1302         	2.807150e-03	2.942640e-04	1.166500e-03	1.326190e-03
1303         	2.912480e-03	2.964930e-04	1.170680e-03	1.344780e-03
1304         	2.866690e-03	2.986430e-04	1.170700e-03	1.324480e-03
1305         	2.885230e-03	2.959800e-04	1.165150e-03	1.332250e-03
1306         	2.865600e-03	2.935860e-04	1.165070e-03	1.316460e-03
1307         	2.853800e-03	2.939600e-04	1.158360e-03	1.319840e-03
1308         	2.893380e-03	2.939250e-04	1.160020e-03	1.310800e-03
1309         	2.818840e-03	2.931730e-04	1.162920e-03	1.326470e-03
1310         	2.900240e-03	2.919870e-04	1.164690e-03	1.316350e-03
1311         	2.863170e-03	2.937380e-04	1.161150e-03	1.330390e-03
1312         	2.894110e-03	2.941730e-04	1.165230e-03	1.321520e-03
1313         	2.818730e-03	2.923760e-04	1.162120e-03	1.332230e-03
1314         	2.899970e-03	2.915690e-04	1.163830e-03	1.318240e-03
1315         	2.821810e-03	2.928520e-04	1.163130e-03	1.325580e-03
1316         	2.841500e-03	2.937330e-04	1.165690e-03	1.310570e-03
1317         	2.840200e-03	2.915600e-04	1.162590e-03	1.321550e-03
1318         	2.855680e-03	2.908030e-04	1.164120e-03	1.304350e-03
1319         	2.790750e-03	2.930120e-04	1.163970e-03	1.317330e-03
1320         	2.917300e-03	2.944320e-04	1.166870e-03	1.318040e-03
1321         	2.843470e-03	2.940510e-04	1.166590e-03	1.332990e-03
1322         	2.815260e-03	2.928080e-04	1.166700e-03	1.318910e-03
1323         	2.877680e-03	2.937740e-04	1.163170e-03	1.327950e-03
1324         	2.868420e-03	2.971030e-04	1.165280e-03	1.331020e-03
1325         	2.895340e-03	2.956850e-04	1.168210e-03	1.344250e-03
1326         	2.833660e-03	2.937380e-04	1.163810e-03	1.328980e-03
1327         	2.897760e-03	2.951820e-04	1.165430e-03	1.341820e-03
1328         	2.897570e-03	2.972020e-04	1.162470e-03	1.323950e-03
1329         	2.803700e-03	2.938680e-04	1.162080e-03	1.322720e-03
1330         	2.920900e-03	2.918140e-04	1.156400e-03	1.314840e-03
1331         	2.812670e-03	2.931780e-04	1.160820e-03	1.327630e-03
1332         	2.878110e-03	2.955340e-04	1.164920e-03	1.322930e-03
1333         	2.878120e-03	2.948310e-04	1.171520e-03	1.338940e-03
1334         	2.865440e-03	2.928620e-04	1.166970e-03	1.321300e-03
1335         	2.862420e-03	2.956360e-04	1.165380e-03	1.346470e-03
1336         	2.876820e-03	2.979910e-04	1.173600e-03	1.328460e-03
