# Residuals  
# Time       	p            	Ux           	Uy           	Uz           
1337         	2.906960e-03	2.968560e-04	1.170020e-03	1.331890e-03
1338         	2.799540e-03	2.936580e-04	1.167740e-03	1.317000e-03
1339         	2.916680e-03	2.951650e-04	1.161900e-03	1.335660e-03
1340         	2.883170e-03	2.956440e-04	1.164450e-03	1.328380e-03
1341         	2.807680e-03	2.929260e-04	1.163760e-03	1.337250e-03
1342         	2.899560e-03	2.904840e-04	1.160910e-03	1.321110e-03
1343         	2.838990e-03	2.919960e-04	1.160230e-03	1.329550e-03
1344         	2.837070e-03	2.930140e-04	1.163130e-03	1.325320e-03
1345         	2.894290e-03	2.918850e-04	1.158920e-03	1.329570e-03
1346         	2.814500e-03	2.910190e-04	1.162000e-03	1.311090e-03
1347         	2.875530e-03	2.933420e-04	1.157040e-03	1.330820e-03
1348         	2.880260e-03	2.950070e-04	1.162880e-03	1.330720e-03
1349         	2.861790e-03	2.940170e-04	1.167180e-03	1.337900e-03
1350         	2.854010e-03	2.931110e-04	1.165790e-03	1.318900e-03
1351         	2.892200e-03	2.958990e-04	1.161910e-03	1.343160e-03
1352         	2.910440e-03	2.977770e-04	1.166470e-03	1.328190e-03
1353         	2.880920e-03	2.954020e-04	1.169150e-03	1.331060e-03
1354         	2.830310e-03	2.925590e-04	1.166710e-03	1.308610e-03
1355         	2.883870e-03	2.952010e-04	1.161060e-03	1.329030e-03
1356         	2.895460e-03	2.972670e-04	1.166280e-03	1.327150e-03
1357         	2.827050e-03	2.953640e-04	1.167940e-03	1.334470e-03
1358         	2.900260e-03	2.919190e-04	1.160800e-03	1.311420e-03
1359         	2.799610e-03	2.933620e-04	1.161110e-03	1.328190e-03
1360         	2.871250e-03	2.956540e-04	1.163610e-03	1.321530e-03
1361         	2.826590e-03	2.935460e-04	1.163290e-03	1.329670e-03
1362         	2.906250e-03	2.910340e-04	1.163540e-03	1.309390e-03
1363         	2.848320e-03	2.929510e-04	1.160800e-03	1.332040e-03
1364         	2.876200e-03	2.947190e-04	1.166880e-03	1.328340e-03
1365         	2.879940e-03	2.927930e-04	1.167060e-03	1.346090e-03
1366         	2.836900e-03	2.905880e-04	1.164520e-03	1.323240e-03
1367         	2.864170e-03	2.916350e-04	1.161020e-03	1.332360e-03
1368         	2.858300e-03	2.926220e-04	1.162790e-03	1.323300e-03
1369         	2.808110e-03	2.910600e-04	1.162420e-03	1.327890e-03
1370         	2.864770e-03	2.907250e-04	1.163990e-03	1.313180e-03
1371         	2.882950e-03	2.938200e-04	1.163190e-03	1.337680e-03
1372         	2.861550e-03	2.958120e-04	1.168990e-03	1.336850e-03
1373         	2.904490e-03	2.948220e-04	1.173010e-03	1.346710e-03
1374         	2.845500e-03	2.924520e-04	1.170690e-03	1.314960e-03
1375         	2.854740e-03	2.951020e-04	1.165080e-03	1.333180e-03
1376         	2.878680e-03	2.972090e-04	1.165630e-03	1.326910e-03
1377         	2.877250e-03	2.967450e-04	1.167500e-03	1.333210e-03
1378         	2.824980e-03	2.940610e-04	1.167370e-03	1.312230e-03
1379         	2.900660e-03	2.954600e-04	1.166930e-03	1.332080e-03
1380         	2.860560e-03	2.962700e-04	1.167450e-03	1.322340e-03
1381         	2.902350e-03	2.948870e-04	1.168720e-03	1.335330e-03
1382         	2.847160e-03	2.931150e-04	1.161680e-03	1.321440e-03
1383         	2.888810e-03	2.946860e-04	1.166220e-03	1.336590e-03
1384         	2.872220e-03	2.964270e-04	1.163480e-03	1.328260e-03
1385         	2.890800e-03	2.955990e-04	1.166560e-03	1.333980e-03
1386         	2.834950e-03	2.926450e-04	1.159540e-03	1.312800e-03
1387         	2.841770e-03	2.951130e-04	1.163410e-03	1.329910e-03
1388         	2.870660e-03	2.964250e-04	1.164050e-03	1.323800e-03
1389         	2.890110e-03	2.957480e-04	1.170770e-03	1.342170e-03
1390         	2.836140e-03	2.938590e-04	1.167910e-03	1.322500e-03
1391         	2.898600e-03	2.951240e-04	1.172360e-03	1.336700e-03
1392         	2.857800e-03	2.956970e-04	1.173820e-03	1.331270e-03
1393         	2.901120e-03	2.964690e-04	1.176200e-03	1.332120e-03
1394         	2.812990e-03	2.939250e-04	1.172500e-03	1.323680e-03
1395         	2.922660e-03	2.942910e-04	1.173890e-03	1.336030e-03
1396         	2.921540e-03	2.949200e-04	1.176150e-03	1.322220e-03
1397         	2.796420e-03	2.933530e-04	1.174810e-03	1.326480e-03
1398         	2.899170e-03	2.928370e-04	1.172900e-03	1.321910e-03
1399         	2.854350e-03	2.950410e-04	1.176220e-03	1.338040e-03
1400         	2.890710e-03	2.960180e-04	1.173600e-03	1.327040e-03
1401         	2.888360e-03	2.945970e-04	1.177510e-03	1.326570e-03
1402         	2.846300e-03	2.933250e-04	1.175620e-03	1.314500e-03
1403         	2.930240e-03	2.945580e-04	1.172570e-03	1.321770e-03
1404         	2.869080e-03	2.963190e-04	1.177320e-03	1.323530e-03
1405         	2.910910e-03	2.947940e-04	1.177850e-03	1.327240e-03
1406         	2.860410e-03	2.938510e-04	1.173180e-03	1.316120e-03
1407         	2.899930e-03	2.960610e-04	1.183700e-03	1.333780e-03
1408         	2.872830e-03	2.970720e-04	1.184510e-03	1.326280e-03
1409         	2.910110e-03	2.978940e-04	1.190000e-03	1.334000e-03
1410         	2.926870e-03	2.979110e-04	1.192370e-03	1.328200e-03
1411         	2.873060e-03	2.995560e-04	1.189130e-03	1.348540e-03
1412         	2.933900e-03	2.993450e-04	1.187920e-03	1.334690e-03
1413         	2.832680e-03	2.986400e-04	1.191950e-03	1.333080e-03
1414         	2.912070e-03	2.961330e-04	1.184670e-03	1.320760e-03
1415         	2.823950e-03	2.974660e-04	1.183070e-03	1.333730e-03
1416         	2.962370e-03	3.004870e-04	1.186940e-03	1.330240e-03
1417         	2.856010e-03	3.004220e-04	1.195510e-03	1.348240e-03
1418         	2.903740e-03	2.985250e-04	1.184500e-03	1.336130e-03
1419         	2.896810e-03	2.992970e-04	1.185190e-03	1.348840e-03
1420         	2.896780e-03	3.003650e-04	1.186060e-03	1.334560e-03
1421         	2.898170e-03	2.997520e-04	1.186730e-03	1.341200e-03
1422         	2.893680e-03	2.983020e-04	1.180680e-03	1.323700e-03
1423         	2.911430e-03	2.996050e-04	1.185340e-03	1.334240e-03
1424         	2.925330e-03	3.007110e-04	1.185370e-03	1.328350e-03
1425         	2.886030e-03	2.989590e-04	1.188610e-03	1.339190e-03
1426         	2.861790e-03	2.954190e-04	1.188880e-03	1.323380e-03
1427         	2.899940e-03	2.963580e-04	1.185240e-03	1.331510e-03
1428         	2.944150e-03	2.993950e-04	1.193820e-03	1.337630e-03
1429         	2.930290e-03	2.990900e-04	1.201020e-03	1.353060e-03
1430         	2.887810e-03	2.977730e-04	1.196210e-03	1.330880e-03
1431         	2.903770e-03	2.988400e-04	1.195410e-03	1.329520e-03
1432         	2.895180e-03	2.996500e-04	1.192390e-03	1.329430e-03
1433         	2.923210e-03	2.992890e-04	1.193310e-03	1.347910e-03
1434         	2.873330e-03	2.985760e-04	1.198340e-03	1.335290e-03
1435         	2.901700e-03	2.985740e-04	1.190250e-03	1.337990e-03
1436         	2.917790e-03	2.987000e-04	1.195410e-03	1.329510e-03
1437         	2.865320e-03	2.966670e-04	1.194790e-03	1.335410e-03
1438         	2.900410e-03	2.957820e-04	1.188170e-03	1.320880e-03
1439         	2.917370e-03	2.964960e-04	1.183110e-03	1.337650e-03
1440         	2.883860e-03	2.970120e-04	1.181290e-03	1.322630e-03
1441         	2.870380e-03	2.960430e-04	1.180130e-03	1.328600e-03
1442         	2.843970e-03	2.959570e-04	1.177480e-03	1.310870e-03
1443         	2.951030e-03	2.972600e-04	1.178570e-03	1.337040e-03
1444         	2.862710e-03	2.987500e-04	1.181480e-03	1.332200e-03
1445         	2.889030e-03	2.974480e-04	1.185660e-03	1.348030e-03
1446         	2.917950e-03	2.969470e-04	1.184470e-03	1.328050e-03
1447         	2.895040e-03	2.982930e-04	1.184710e-03	1.344090e-03
1448         	2.940660e-03	3.012260e-04	1.189420e-03	1.342730e-03
1449         	2.911230e-03	3.013320e-04	1.193920e-03	1.348880e-03
1450         	2.941910e-03	3.005250e-04	1.191700e-03	1.336420e-03
1451         	2.879040e-03	3.010580e-04	1.188840e-03	1.348790e-03
1452         	2.939630e-03	3.033350e-04	1.190770e-03	1.340330e-03
1453         	2.873890e-03	3.026330e-04	1.194170e-03	1.357590e-03
1454         	2.921770e-03	2.980390e-04	1.187140e-03	1.324080e-03
1455         	2.829670e-03	2.978810e-04	1.188250e-03	1.339330e-03
1456         	2.978160e-03	2.993870e-04	1.189810e-03	1.329560e-03
1457         	2.857130e-03	2.990110e-04	1.192730e-03	1.341900e-03
1458         	2.897410e-03	2.968170e-04	1.184720e-03	1.325930e-03
1459         	2.851610e-03	2.956640e-04	1.183800e-03	1.338190e-03
1460         	2.954630e-03	2.979030e-04	1.187650e-03	1.337990e-03
1461         	2.861440e-03	2.976940e-04	1.185340e-03	1.342290e-03
1462         	2.878900e-03	2.973090e-04	1.180720e-03	1.334250e-03
1463         	2.886050e-03	2.969980e-04	1.179490e-03	1.342470e-03
1464         	2.950060e-03	2.983230e-04	1.181680e-03	1.331100e-03
1465         	2.825860e-03	2.973370e-04	1.183500e-03	1.338760e-03
1466         	2.903350e-03	2.960200e-04	1.183500e-03	1.321060e-03
1467         	2.847440e-03	2.962640e-04	1.179180e-03	1.331760e-03
1468         	2.945900e-03	2.995690e-04	1.184110e-03	1.332730e-03
1469         	2.875290e-03	2.991370e-04	1.185940e-03	1.340880e-03
1470         	2.857750e-03	2.963760e-04	1.182620e-03	1.322330e-03
1471         	2.849430e-03	2.956960e-04	1.178500e-03	1.326880e-03
1472         	2.928380e-03	2.979210e-04	1.182000e-03	1.327130e-03
1473         	2.863920e-03	2.983890e-04	1.189130e-03	1.345300e-03
1474         	2.913360e-03	2.967620e-04	1.185500e-03	1.333810e-03
1475         	2.843310e-03	2.982270e-04	1.178520e-03	1.345430e-03
1476         	2.976460e-03	3.014420e-04	1.181520e-03	1.335720e-03
1477         	2.899440e-03	3.006640e-04	1.187540e-03	1.343860e-03
1478         	2.890910e-03	2.990730e-04	1.184850e-03	1.326420e-03
1479         	2.934280e-03	2.993780e-04	1.188610e-03	1.341670e-03
1480         	2.939080e-03	3.012780e-04	1.185630e-03	1.341150e-03
1481         	2.910450e-03	3.008520e-04	1.191730e-03	1.353190e-03
1482         	2.885160e-03	2.987330e-04	1.186910e-03	1.334110e-03
1483         	2.922860e-03	2.993090e-04	1.187670e-03	1.346210e-03
1484         	2.897520e-03	3.025610e-04	1.189580e-03	1.337130e-03
1485         	2.935710e-03	3.027650e-04	1.197960e-03	1.353030e-03
1486         	2.893050e-03	3.000670e-04	1.193570e-03	1.339820e-03
1487         	2.914520e-03	2.991100e-04	1.193980e-03	1.352550e-03
1488         	2.939630e-03	3.006360e-04	1.196230e-03	1.338170e-03
1489         	2.862060e-03	2.998070e-04	1.199780e-03	1.343130e-03
1490         	2.881620e-03	2.975380e-04	1.193640e-03	1.328370e-03
1491         	2.852630e-03	2.974310e-04	1.188260e-03	1.337180e-03
1492         	2.963100e-03	3.014830e-04	1.197090e-03	1.332910e-03
1493         	2.843650e-03	3.007100e-04	1.200010e-03	1.349710e-03
1494         	2.907440e-03	2.983570e-04	1.196450e-03	1.335770e-03
1495         	2.898380e-03	2.995730e-04	1.192960e-03	1.343350e-03
1496         	2.922580e-03	3.009530e-04	1.192820e-03	1.331940e-03
1497         	2.896050e-03	2.990050e-04	1.197000e-03	1.340900e-03
1498         	2.880700e-03	2.972990e-04	1.191810e-03	1.329550e-03
1499         	2.924100e-03	2.961260e-04	1.185730e-03	1.338690e-03
1500         	2.895480e-03	2.975470e-04	1.187420e-03	1.323340e-03
1501         	2.901690e-03	2.980890e-04	1.191080e-03	1.336280e-03
1502         	2.934550e-03	2.968740e-04	1.189070e-03	1.323330e-03
1503         	2.872010e-03	2.973660e-04	1.188870e-03	1.335770e-03
1504         	2.905300e-03	2.996290e-04	1.190230e-03	1.327170e-03
1505         	2.904110e-03	3.011820e-04	1.199020e-03	1.351550e-03
1506         	2.951660e-03	3.009800e-04	1.199060e-03	1.347940e-03
1507         	2.949820e-03	3.019160e-04	1.200000e-03	1.363220e-03
1508         	2.895330e-03	3.032380e-04	1.204150e-03	1.343190e-03
1509         	2.884360e-03	3.027120e-04	1.200310e-03	1.354690e-03
1510         	2.960050e-03	2.999020e-04	1.192080e-03	1.339730e-03
1511         	2.845380e-03	3.003090e-04	1.191160e-03	1.350540e-03
1512         	2.965190e-03	3.022830e-04	1.191420e-03	1.336680e-03
1513         	2.884900e-03	3.028300e-04	1.197770e-03	1.348080e-03
1514         	2.908760e-03	2.996400e-04	1.192090e-03	1.332460e-03
1515         	2.921100e-03	2.995100e-04	1.193920e-03	1.352450e-03
1516         	2.963210e-03	3.007580e-04	1.197000e-03	1.339970e-03
1517         	2.832460e-03	2.995190e-04	1.196180e-03	1.345850e-03
1518         	2.974820e-03	2.970040e-04	1.191210e-03	1.334720e-03
1519         	2.873760e-03	2.971230e-04	1.190140e-03	1.341880e-03
1520         	2.928120e-03	2.990170e-04	1.194110e-03	1.338120e-03
1521         	2.899990e-03	2.988010e-04	1.198020e-03	1.356300e-03
1522         	2.910650e-03	2.975580e-04	1.192960e-03	1.342200e-03
1523         	2.863480e-03	2.993420e-04	1.197040e-03	1.353410e-03
1524         	2.988220e-03	3.004300e-04	1.196290e-03	1.341300e-03
1525         	2.842880e-03	3.001160e-04	1.198100e-03	1.353090e-03
1526         	2.975780e-03	2.991480e-04	1.198250e-03	1.340430e-03
1527         	2.856680e-03	3.013240e-04	1.196370e-03	1.366040e-03
1528         	2.974400e-03	3.031710e-04	1.198130e-03	1.347400e-03
1529         	2.891960e-03	3.026450e-04	1.199460e-03	1.361620e-03
1530         	2.913490e-03	2.997860e-04	1.194080e-03	1.349450e-03
1531         	2.931140e-03	3.004770e-04	1.193830e-03	1.360450e-03
1532         	2.943600e-03	3.026930e-04	1.198760e-03	1.346730e-03
1533         	2.876010e-03	3.017310e-04	1.197960e-03	1.360950e-03
1534         	2.950630e-03	3.000720e-04	1.193460e-03	1.345990e-03
1535         	2.922850e-03	3.009760e-04	1.192030e-03	1.373870e-03
1536         	2.959550e-03	3.024740e-04	1.195890e-03	1.350240e-03
1537         	2.949360e-03	3.020820e-04	1.201550e-03	1.360490e-03
1538         	2.904990e-03	2.983020e-04	1.192830e-03	1.342980e-03
1539         	2.932880e-03	2.986920e-04	1.191600e-03	1.360570e-03
1540         	2.961800e-03	2.998180e-04	1.192210e-03	1.345520e-03
1541         	2.904880e-03	3.012890e-04	1.198590e-03	1.359560e-03
1542         	2.917070e-03	2.987520e-04	1.199760e-03	1.348150e-03
1543         	2.921390e-03	3.003160e-04	1.198750e-03	1.361930e-03
1544         	2.956840e-03	3.026030e-04	1.202410e-03	1.354990e-03
1545         	2.914120e-03	3.029940e-04	1.211150e-03	1.370810e-03
1546         	2.923080e-03	2.991440e-04	1.202670e-03	1.347080e-03
1547         	2.918490e-03	2.993850e-04	1.202180e-03	1.349770e-03
1548         	2.866170e-03	2.993290e-04	1.202370e-03	1.342950e-03
1549         	2.973840e-03	3.000580e-04	1.203400e-03	1.367700e-03
1550         	2.918360e-03	2.995400e-04	1.203340e-03	1.352040e-03
1551         	2.884540e-03	3.006630e-04	1.202250e-03	1.357730e-03
1552         	2.966490e-03	3.018640e-04	1.200750e-03	1.338790e-03
1553         	2.887090e-03	3.022540e-04	1.206950e-03	1.358560e-03
1554         	2.942850e-03	3.013220e-04	1.200500e-03	1.344900e-03
1555         	2.897830e-03	3.009590e-04	1.198330e-03	1.352230e-03
1556         	2.991330e-03	3.018590e-04	1.196190e-03	1.339620e-03
1557         	2.883680e-03	3.004370e-04	1.197180e-03	1.358770e-03
1558         	2.960200e-03	3.002170e-04	1.195490e-03	1.346850e-03
1559         	2.934480e-03	3.016180e-04	1.198990e-03	1.364150e-03
1560         	2.960690e-03	3.015950e-04	1.200140e-03	1.343390e-03
1561         	2.919850e-03	3.008130e-04	1.203760e-03	1.355240e-03
1562         	2.945950e-03	2.983440e-04	1.202340e-03	1.339560e-03
1563         	2.858870e-03	2.994560e-04	1.202130e-03	1.350530e-03
1564         	2.980440e-03	3.003180e-04	1.196830e-03	1.335840e-03
1565         	2.856910e-03	3.009240e-04	1.203470e-03	1.349550e-03
1566         	2.972520e-03	2.991080e-04	1.200250e-03	1.334370e-03
1567         	2.877980e-03	2.999770e-04	1.197470e-03	1.357550e-03
1568         	2.898270e-03	3.007750e-04	1.195470e-03	1.342590e-03
1569         	2.975730e-03	3.012260e-04	1.197760e-03	1.347240e-03
1570         	2.901610e-03	2.989650e-04	1.194930e-03	1.336010e-03
1571         	2.902900e-03	3.006870e-04	1.200650e-03	1.354300e-03
1572         	2.928220e-03	3.021960e-04	1.192890e-03	1.335220e-03
1573         	2.940010e-03	3.020900e-04	1.195520e-03	1.355530e-03
1574         	2.911630e-03	2.987520e-04	1.190370e-03	1.338780e-03
1575         	2.886910e-03	2.997260e-04	1.191210e-03	1.351070e-03
1576         	3.001970e-03	3.003760e-04	1.191950e-03	1.337010e-03
1577         	2.844220e-03	2.996860e-04	1.192770e-03	1.343750e-03
1578         	2.905310e-03	2.966850e-04	1.189440e-03	1.323520e-03
1579         	2.910730e-03	2.983610e-04	1.190390e-03	1.347590e-03
1580         	2.935410e-03	3.002070e-04	1.194390e-03	1.339020e-03
1581         	2.878870e-03	2.990190e-04	1.198150e-03	1.342270e-03
1582         	2.907450e-03	2.961430e-04	1.194340e-03	1.327700e-03
1583         	2.865290e-03	2.967480e-04	1.195870e-03	1.348540e-03
1584         	2.930600e-03	2.985940e-04	1.196390e-03	1.331990e-03
1585         	2.916280e-03	2.995460e-04	1.199920e-03	1.350540e-03
1586         	2.897250e-03	2.987980e-04	1.197850e-03	1.337520e-03
1587         	2.901190e-03	2.983760e-04	1.197920e-03	1.342540e-03
1588         	2.916570e-03	2.984600e-04	1.193180e-03	1.324450e-03
1589         	2.905340e-03	2.983360e-04	1.198180e-03	1.346140e-03
1590         	2.907310e-03	2.971840e-04	1.193540e-03	1.332820e-03
1591         	2.921980e-03	2.986800e-04	1.194980e-03	1.354040e-03
1592         	2.936930e-03	2.998020e-04	1.196650e-03	1.345370e-03
1593         	2.940590e-03	2.994520e-04	1.200630e-03	1.362150e-03
1594         	2.922940e-03	2.963760e-04	1.195220e-03	1.335900e-03
1595         	2.910500e-03	2.984320e-04	1.191410e-03	1.354630e-03
1596         	2.978770e-03	3.006620e-04	1.194240e-03	1.341270e-03
1597         	2.878110e-03	3.005170e-04	1.204290e-03	1.360920e-03
1598         	2.921370e-03	2.999080e-04	1.206760e-03	1.347250e-03
1599         	2.957880e-03	3.012710e-04	1.203730e-03	1.367730e-03
1600         	2.927920e-03	3.006320e-04	1.203770e-03	1.352330e-03
1601         	2.950280e-03	2.997560e-04	1.208050e-03	1.362320e-03
1602         	2.946750e-03	2.979540e-04	1.201200e-03	1.342430e-03
1603         	2.912830e-03	2.998040e-04	1.198350e-03	1.356710e-03
1604         	2.925790e-03	3.027010e-04	1.200980e-03	1.352930e-03
1605         	2.913940e-03	3.017770e-04	1.208950e-03	1.363890e-03
1606         	2.920960e-03	2.992240e-04	1.199900e-03	1.345160e-03
1607         	2.898170e-03	2.990320e-04	1.201210e-03	1.366190e-03
1608         	2.907240e-03	3.015680e-04	1.199570e-03	1.348110e-03
1609         	2.906240e-03	3.025020e-04	1.207410e-03	1.362570e-03
1610         	2.936860e-03	3.002940e-04	1.198730e-03	1.341160e-03
1611         	2.907600e-03	3.005150e-04	1.200910e-03	1.357320e-03
1612         	2.969700e-03	3.004650e-04	1.203120e-03	1.347850e-03
1613         	2.916460e-03	2.986590e-04	1.200290e-03	1.360290e-03
1614         	2.929460e-03	2.960910e-04	1.194660e-03	1.342240e-03
1615         	2.908920e-03	2.964080e-04	1.196610e-03	1.355400e-03
1616         	3.019710e-03	3.008620e-04	1.202440e-03	1.355690e-03
1617         	2.891270e-03	3.005450e-04	1.208360e-03	1.361810e-03
1618         	2.942600e-03	2.989330e-04	1.207390e-03	1.346970e-03
1619         	2.887600e-03	2.990700e-04	1.207970e-03	1.354970e-03
1620         	2.967750e-03	3.010480e-04	1.210580e-03	1.343640e-03
1621         	2.915060e-03	3.009790e-04	1.211810e-03	1.362820e-03
1622         	2.940320e-03	2.996730e-04	1.211590e-03	1.342830e-03
1623         	2.897880e-03	3.009400e-04	1.207870e-03	1.350500e-03
1624         	2.954480e-03	3.020060e-04	1.207500e-03	1.341930e-03
1625         	2.860370e-03	3.000950e-04	1.207600e-03	1.352500e-03
1626         	2.981870e-03	2.989610e-04	1.205250e-03	1.327710e-03
1627         	2.897420e-03	2.996750e-04	1.204510e-03	1.339820e-03
1628         	2.938610e-03	3.000070e-04	1.204690e-03	1.337050e-03
1629         	2.894140e-03	2.988540e-04	1.206620e-03	1.346750e-03
1630         	2.920720e-03	2.970440e-04	1.200320e-03	1.333080e-03
1631         	2.965630e-03	2.974880e-04	1.194690e-03	1.352180e-03
1632         	2.936210e-03	2.992010e-04	1.198790e-03	1.337980e-03
1633         	2.914470e-03	2.995860e-04	1.198790e-03	1.358040e-03
1634         	2.862500e-03	2.979670e-04	1.191920e-03	1.339380e-03
1635         	2.978680e-03	2.988380e-04	1.197370e-03	1.355860e-03
1636         	2.887250e-03	2.999210e-04	1.199060e-03	1.348450e-03
1637         	2.946370e-03	2.999590e-04	1.205130e-03	1.368040e-03
1638         	2.912670e-03	2.978800e-04	1.200160e-03	1.338650e-03
1639         	2.953990e-03	2.984210e-04	1.198720e-03	1.350670e-03
1640         	2.891410e-03	3.005530e-04	1.201360e-03	1.339810e-03
1641         	2.937240e-03	3.006580e-04	1.210280e-03	1.361910e-03
1642         	2.909820e-03	2.989670e-04	1.200240e-03	1.330920e-03
1643         	2.911610e-03	2.987930e-04	1.201640e-03	1.352380e-03
1644         	2.975400e-03	3.006700e-04	1.198720e-03	1.347180e-03
1645         	2.921060e-03	3.013100e-04	1.203760e-03	1.357800e-03
1646         	2.932200e-03	2.999550e-04	1.198000e-03	1.342590e-03
1647         	2.902200e-03	3.009680e-04	1.197410e-03	1.359930e-03
1648         	3.035820e-03	3.041680e-04	1.199370e-03	1.353710e-03
1649         	2.891900e-03	3.036760e-04	1.204040e-03	1.365800e-03
1650         	2.960190e-03	3.008980e-04	1.197600e-03	1.338060e-03
1651         	2.897110e-03	3.008230e-04	1.194960e-03	1.355840e-03
1652         	2.955070e-03	3.026740e-04	1.200480e-03	1.344830e-03
1653         	2.914980e-03	3.023780e-04	1.196750e-03	1.359680e-03
1654         	2.902860e-03	2.990470e-04	1.196010e-03	1.337160e-03
1655         	2.930120e-03	2.995360e-04	1.189480e-03	1.339870e-03
1656         	2.965680e-03	3.009910e-04	1.194540e-03	1.335220e-03
1657         	2.902720e-03	3.005060e-04	1.199350e-03	1.345110e-03
1658         	2.943060e-03	2.970100e-04	1.194050e-03	1.325610e-03
1659         	2.892130e-03	2.988120e-04	1.193570e-03	1.350630e-03
1660         	3.003490e-03	2.995700e-04	1.194050e-03	1.346350e-03
1661         	2.855720e-03	2.978880e-04	1.195410e-03	1.345070e-03
1662         	2.923020e-03	2.944350e-04	1.183080e-03	1.323680e-03
1663         	2.859150e-03	2.962520e-04	1.181370e-03	1.349180e-03
1664         	2.970290e-03	2.974040e-04	1.189150e-03	1.343200e-03
1665         	2.872580e-03	2.969890e-04	1.192060e-03	1.357060e-03
1666         	2.948380e-03	2.962110e-04	1.182690e-03	1.328710e-03
1667         	2.872660e-03	2.970010e-04	1.181480e-03	1.345720e-03
1668         	2.953490e-03	2.992930e-04	1.183830e-03	1.335570e-03
1669         	2.874460e-03	2.991100e-04	1.189550e-03	1.355820e-03
1670         	2.925490e-03	2.976850e-04	1.185610e-03	1.335560e-03
1671         	2.946900e-03	2.988720e-04	1.190470e-03	1.353730e-03
1672         	2.941590e-03	3.009200e-04	1.189400e-03	1.342770e-03
1673         	2.930730e-03	3.014090e-04	1.197830e-03	1.359190e-03
1674         	2.944770e-03	3.000290e-04	1.191660e-03	1.341630e-03
1675         	2.903010e-03	2.990290e-04	1.193110e-03	1.354150e-03
1676         	2.947510e-03	3.005680e-04	1.192790e-03	1.342780e-03
1677         	2.882010e-03	2.991920e-04	1.196790e-03	1.357080e-03
1678         	2.951110e-03	2.979530e-04	1.188650e-03	1.339520e-03
1679         	2.896020e-03	2.984120e-04	1.185530e-03	1.354420e-03
1680         	2.914980e-03	3.009780e-04	1.189810e-03	1.338500e-03
1681         	2.912150e-03	3.001370e-04	1.193190e-03	1.345390e-03
1682         	2.892560e-03	2.979350e-04	1.185560e-03	1.325720e-03
1683         	2.887060e-03	2.975370e-04	1.182130e-03	1.341910e-03
1684         	2.934520e-03	2.982770e-04	1.185260e-03	1.335700e-03
1685         	2.862410e-03	2.979830e-04	1.186750e-03	1.346300e-03
1686         	2.917240e-03	2.958730e-04	1.184930e-03	1.325150e-03
1687         	2.858140e-03	2.956200e-04	1.181780e-03	1.334460e-03
1688         	2.940800e-03	2.969290e-04	1.180290e-03	1.332520e-03
1689         	2.883680e-03	2.970840e-04	1.185740e-03	1.341440e-03
1690         	2.900220e-03	2.952220e-04	1.179730e-03	1.329700e-03
1691         	2.921210e-03	2.963440e-04	1.176100e-03	1.347390e-03
1692         	2.891730e-03	2.958900e-04	1.177550e-03	1.335010e-03
1693         	2.880070e-03	2.939900e-04	1.180280e-03	1.344430e-03
1694         	2.898190e-03	2.926700e-04	1.175410e-03	1.330820e-03
1695         	2.845260e-03	2.941680e-04	1.177420e-03	1.341110e-03
1696         	2.962710e-03	2.968130e-04	1.178290e-03	1.337020e-03
1697         	2.864250e-03	2.972940e-04	1.183820e-03	1.348800e-03
1698         	2.909410e-03	2.965190e-04	1.179740e-03	1.329890e-03
1699         	2.876970e-03	2.977380e-04	1.184270e-03	1.341100e-03
1700         	2.937960e-03	3.006780e-04	1.182600e-03	1.334930e-03
1701         	2.888340e-03	3.006300e-04	1.185850e-03	1.344360e-03
1702         	2.880370e-03	2.988800e-04	1.183300e-03	1.332340e-03
1703         	2.928550e-03	2.981670e-04	1.184610e-03	1.346540e-03
1704         	2.931970e-03	2.996320e-04	1.182330e-03	1.341990e-03
1705         	2.872090e-03	2.982460e-04	1.184850e-03	1.344580e-03
1706         	2.913910e-03	2.961520e-04	1.178000e-03	1.326220e-03
1707         	2.908880e-03	2.960370e-04	1.180240e-03	1.344220e-03
1708         	2.933750e-03	2.994490e-04	1.182510e-03	1.336060e-03
1709         	2.901290e-03	2.999210e-04	1.190350e-03	1.349680e-03
1710         	2.949370e-03	2.977980e-04	1.185740e-03	1.333410e-03
1711         	2.867400e-03	2.981880e-04	1.184380e-03	1.348190e-03
1712         	2.982590e-03	3.014320e-04	1.189830e-03	1.348250e-03
1713         	2.849250e-03	3.009420e-04	1.191950e-03	1.353020e-03
1714         	2.963850e-03	2.994640e-04	1.195500e-03	1.346830e-03
1715         	2.913450e-03	2.996510e-04	1.195200e-03	1.361190e-03
1716         	2.956710e-03	3.006250e-04	1.200970e-03	1.349570e-03
1717         	2.856830e-03	2.997510e-04	1.204160e-03	1.358110e-03
1718         	2.958640e-03	2.978730e-04	1.197160e-03	1.335030e-03
1719         	2.839120e-03	2.983600e-04	1.191260e-03	1.345030e-03
1720         	2.920360e-03	2.979160e-04	1.193320e-03	1.334150e-03
1721         	2.878530e-03	2.976310e-04	1.195270e-03	1.346010e-03
1722         	2.880390e-03	2.949100e-04	1.187130e-03	1.324030e-03
1723         	2.851310e-03	2.948650e-04	1.180530e-03	1.332640e-03
1724         	2.886860e-03	2.956430e-04	1.183350e-03	1.321300e-03
