x[mm]	y[mm]	z[mm]	U[m/s]	V[m/s]	W[m/s]	urms[m/s]	vrms[m/s]	wrms[m/s]	uv[m2/s2]	uw[m2/s2]	uuu[m3/s3]	vvv[m3/s3]	www[m3/s3]	uuv[m3/s3]	uuw[m3/s3]	uvv[m3/s3]	uww[m3/s3]
-163.000 	0.000 	326.000 	-2.296 		1.695 	0.952 		0.764 		-0.293 	-0.337 		0.253 		0.152 		-0.188 
-163.000 	0.000 	328.000 	-2.455 		1.761 	0.992 		0.859 		-0.189 	-0.389 		0.147 		0.056 		-0.188 
-163.000 	0.000 	330.000 	-2.556 		1.830 	1.129 		0.982 		-0.068 	-0.451 		0.034 		0.007 		-0.152 
-163.000 	0.000 	332.000 	-1.894 		1.619 	2.302 		2.456 		-1.655 	19.056 		-22.942 		-14.054 		13.540 
-163.000 	0.000 	334.000 	7.452 		-0.793 	5.343 		4.867 		-14.009 	35.602 		-49.271 		-22.585 		27.381 
-163.000 	0.000 	336.000 	21.134 		-2.083 	6.259 		4.849 		-16.416 	-27.884 		35.118 		25.778 		-28.006 
-163.000 	0.000 	338.000 	32.969 		-1.819 	3.970 		2.823 		-4.817 	-31.538 		19.662 		19.129 		-15.004 
-163.000 	0.000 	340.000 	36.109 		-1.863 	2.962 		1.941 		-2.288 	-5.537 		1.767 		2.492 		-1.572 
-163.000 	0.000 	343.000 	38.624 		-1.983 	2.534 		1.734 		-1.774 	-5.606 		1.078 		1.900 		-1.290 
-163.000 	0.000 	348.000 	41.426 		-2.048 	1.998 		1.448 		-1.125 	-4.667 		1.404 		1.737 		-1.474 
-163.000 	0.000 	353.000 	43.392 		-2.097 	1.340 		1.036 		-0.440 	-3.121 		0.885 		1.007 		-0.962 
-163.000 	0.000 	363.000 	44.165 		-2.136 	0.459 		0.389 		0.006 	-0.087 		0.032 		0.016 		-0.012 
-163.000 	0.000 	373.000 	43.985 		-2.181 	0.417 		0.326 		0.013 	-0.077 		0.010 		-0.004 		0.001 
-163.000 	0.000 	388.000 	43.722 		-2.159 	0.419 		0.315 		0.014 	-0.081 		0.012 		-0.002 		0.000 
