x[mm]	y[mm]	z[mm]	U[m/s]	V[m/s]	W[m/s]	urms[m/s]	vrms[m/s]	wrms[m/s]	uv[m2/s2]	uw[m2/s2]	uuu[m3/s3]	vvv[m3/s3]	www[m3/s3]	uuv[m3/s3]	uuw[m3/s3]	uvv[m3/s3]	uww[m3/s3]
-123.000 	0.000 	298.000 	-2.476 		1.817 	1.560 		1.354 		-1.022 	-1.446 		0.804 		0.681 		-0.961 
-123.000 	0.000 	300.000 	-2.503 		1.798 	1.637 		1.409 		-0.631 	-0.575 		0.644 		0.262 		-0.973 
-123.000 	0.000 	302.000 	-2.624 		1.815 	1.713 		1.469 		-0.387 	-1.672 		0.578 		0.564 		-0.938 
-123.000 	0.000 	304.000 	-2.650 		1.824 	1.700 		1.479 		-0.395 	-1.485 		0.623 		0.239 		-0.740 
-123.000 	0.000 	306.000 	-2.651 		1.800 	1.799 		1.506 		-0.211 	-2.315 		3.289 		-0.031 		-0.445 
-123.000 	0.000 	308.000 	-2.685 		1.777 	1.787 		1.447 		-0.067 	-1.588 		-0.123 		-0.051 		-0.552 
-123.000 	0.000 	310.000 	-2.756 		1.827 	1.915 		1.508 		-0.153 	-3.302 		0.482 		0.162 		-0.555 
-123.000 	0.000 	312.000 	-2.858 		1.813 	1.933 		1.458 		-0.002 	-2.290 		0.335 		0.290 		-0.723 
-123.000 	0.000 	314.000 	-2.830 		1.841 	1.941 		1.451 		-0.088 	-2.872 		0.101 		0.096 		-0.669 
-123.000 	0.000 	316.000 	-2.869 		1.896 	2.013 		1.485 		-0.246 	-2.501 		0.099 		0.138 		-0.626 
-123.000 	0.000 	318.000 	-2.887 		1.939 	2.114 		1.591 		-0.250 	-3.272 		-0.728 		-0.167 		-0.578 
-123.000 	0.000 	320.000 	-2.769 		1.922 	2.255 		1.785 		-0.632 	-1.314 		-3.093 		-1.114 		0.158 
-123.000 	0.000 	323.000 	-1.685 		1.617 	3.195 		2.840 		-2.761 	23.569 		-24.132 		-16.783 		14.485 
-123.000 	0.000 	328.000 	7.118 		-0.863 	5.531 		5.148 		-14.186 	38.592 		-62.555 		-26.157 		29.057 
-123.000 	0.000 	333.000 	19.819 		-2.527 	6.576 		5.482 		-19.114 	-18.705 		23.978 		21.181 		-20.219 
-123.000 	0.000 	343.000 	39.433 		-2.810 	2.482 		1.934 		-1.708 	-6.041 		3.268 		2.716 		-1.922 
-123.000 	0.000 	353.000 	43.532 		-2.894 	1.281 		1.022 		-0.407 	-2.620 		0.937 		0.927 		-0.836 
-123.000 	0.000 	363.000 	44.265 		-2.892 	0.470 		0.412 		0.001 	-0.076 		0.044 		0.004 		0.001 
-123.000 	0.000 	373.000 	44.086 		-2.880 	0.418 		0.329 		0.004 	-0.077 		0.017 		0.001 		0.000 
-123.000 	0.000 	388.000 	43.824 		-2.799 	0.407 		0.314 		0.008 	-0.078 		0.014 		-0.001 		0.000 
