y/H,N,U/Uc,V/Uc,W/Uc
"3.00000E+00,1.11205E+00,-2.40921E-03,1.09459E-03,-4.27245E-05,-8.30705E-04,-2.12700E-05"
"3.00000E+00,1.13684E+00,-2.52622E-03,1.23619E-03,2.82738E-04,-7.90017E-04,-1.31207E-04"
"3.00000E+00,1.16147E+00,-2.01104E-03,8.60571E-04,-3.35091E-04,-5.61821E-04,6.38789E-05"
"3.00000E+00,1.18671E+00,-2.31403E-03,1.16236E-03,2.09492E-04,-8.18487E-04,2.94678E-05"
"3.00000E+00,1.21075E+00,-1.57365E-03,9.77965E-04,2.39198E-05,-8.60525E-04,-4.90193E-05"
"3.00000E+00,1.23534E+00,-1.91938E-03,8.54501E-04,7.00161E-05,-6.23849E-04,-4.12260E-05"
"3.00000E+00,1.25937E+00,-2.22693E-03,7.50867E-04,1.51319E-04,-5.72119E-04,4.11258E-05"
"3.00000E+00,1.28426E+00,-1.39034E-03,6.63073E-04,4.08742E-05,-4.82374E-04,-2.22287E-05"
"3.00000E+00,1.30763E+00,-9.91776E-04,3.92649E-04,-1.30647E-06,-3.19565E-04,3.72483E-05"
"3.00000E+00,1.33256E+00,-9.56161E-04,4.34451E-04,1.62542E-04,-2.87214E-04,-6.57416E-05"
"3.00000E+00,1.35717E+00,-4.47215E-04,2.45600E-04,1.35920E-05,-1.38589E-04,2.35857E-05"
"3.00000E+00,1.38183E+00,-3.10131E-04,1.34832E-04,1.32795E-05,-9.50776E-05,1.30593E-05"
"3.00000E+00,1.40622E+00,-2.97006E-04,1.38587E-04,-1.22636E-05,-1.08049E-04,2.07236E-06"
"3.00000E+00,1.43060E+00,-2.03127E-04,8.44451E-05,-1.42764E-05,-3.67657E-05,1.08441E-05"
"3.00000E+00,1.45478E+00,-2.46580E-04,1.02755E-04,3.12457E-05,-6.24212E-05,2.81775E-06"
"3.00000E+00,1.47942E+00,-9.29358E-05,6.71970E-05,4.45329E-06,-5.32749E-05,-2.23987E-06"
"3.00000E+00,1.50392E+00,-1.51728E-04,8.24181E-05,8.97953E-06,-4.33491E-05,-7.72533E-06"
"3.00000E+00,1.52811E+00,-1.27278E-04,6.06783E-05,6.20341E-06,-3.73119E-05,-2.20683E-06"
"3.00000E+00,1.55282E+00,-1.27543E-04,2.71266E-05,1.31660E-05,-2.39097E-05,-1.69136E-06"
"3.00000E+00,1.57745E+00,-6.80565E-05,2.20359E-05,4.96198E-06,-1.53490E-05,1.57534E-06"
"3.00000E+00,1.60144E+00,-1.23635E-04,3.34581E-05,8.06977E-06,-3.42606E-05,1.88047E-06"
"3.00000E+00,1.62594E+00,-9.01681E-05,3.30320E-05,9.99306E-07,-2.23129E-05,-7.84443E-07"
"3.00000E+00,1.65050E+00,-8.25214E-05,3.07306E-05,-1.18930E-05,-3.07816E-05,1.05364E-05"
"3.00000E+00,1.67451E+00,-8.79648E-05,3.70375E-05,6.66144E-06,-2.29114E-05,5.19159E-06"
"3.00000E+00,1.69945E+00,-1.15016E-04,3.77063E-05,1.33688E-05,-2.58949E-05,-7.38140E-06"
"3.00000E+00,1.72408E+00,-5.34191E-05,2.04836E-05,-5.68827E-06,-2.93377E-05,-8.16077E-07"
"3.00000E+00,1.74817E+00,-1.05092E-04,3.02714E-05,9.58944E-08,-2.66193E-05,-4.55965E-06"
"3.00000E+00,1.77281E+00,-9.73319E-05,3.22245E-05,8.38951E-06,-2.44859E-05,-3.96228E-06"
"3.00000E+00,1.79714E+00,-4.77061E-05,1.11123E-05,2.51550E-06,-2.40112E-05,-4.42117E-06"
"3.00000E+00,1.82183E+00,-8.09424E-05,2.35449E-05,7.48516E-06,-2.62329E-05,6.48169E-08"
"3.00000E+00,1.84570E+00,-8.56425E-05,1.53088E-05,-2.97345E-06,-1.98128E-05,3.84610E-06"
"3.00000E+00,1.87082E+00,-4.57073E-05,1.63153E-05,4.11371E-06,-2.04426E-05,8.58689E-07"
"3.00000E+00,1.89508E+00,-4.92552E-05,1.15335E-05,-5.31776E-06,-2.20558E-05,-1.85527E-06"
"3.00000E+00,1.91958E+00,-4.68127E-05,9.85513E-06,7.72083E-07,-2.01139E-05,5.93280E-07"
"3.00000E+00,1.94388E+00,-4.37788E-05,4.72723E-06,-3.83903E-06,-2.55970E-05,3.83517E-07"
"3.00000E+00,1.96835E+00,-3.80283E-05,-1.11067E-05,6.62398E-06,-1.48366E-05,4.41458E-06"
"3.00000E+00,1.99278E+00,-5.29792E-05,-3.98468E-06,7.25018E-08,-1.36142E-05,-1.45303E-06"
"3.00000E+00,2.01697E+00,-4.68343E-05,-7.94645E-06,5.35766E-06,-2.46350E-05,-4.77470E-06"
"3.00000E+00,2.04138E+00,-7.45344E-05,-1.95880E-05,8.28134E-07,-2.57921E-05,-2.54414E-06"
"3.00000E+00,2.06588E+00,-5.91031E-05,-2.24456E-05,9.21695E-07,-2.97105E-05,5.13792E-07"
"3.00000E+00,2.09054E+00,-7.07525E-05,-1.85840E-05,1.72652E-06,-1.41671E-05,-1.90693E-07"
"3.00000E+00,2.11502E+00,-8.58445E-05,-2.81585E-05,7.82280E-06,-2.40604E-05,-3.89889E-06"
"3.00000E+00,2.13927E+00,-6.13735E-05,-2.62884E-05,-3.04663E-06,-2.83222E-05,-3.52304E-06"
"3.00000E+00,2.16393E+00,-5.80016E-05,-2.47488E-05,5.03576E-07,-2.44779E-05,8.34194E-07"
"3.00000E+00,2.18860E+00,-1.06920E-04,-5.00376E-05,-2.35120E-06,-3.79293E-05,6.00773E-07"
"3.00000E+00,2.21238E+00,-1.04571E-04,-4.99187E-05,-4.39416E-07,-3.76323E-05,-1.35356E-06"
"3.00000E+00,2.23677E+00,-8.14071E-05,-3.27011E-05,-5.39691E-06,-2.29869E-05,-5.74911E-06"
"3.00000E+00,2.26151E+00,-1.21842E-04,-5.19990E-05,7.17015E-06,-3.43654E-05,1.58532E-06"
"3.00000E+00,2.28575E+00,-8.44786E-05,-2.62448E-05,-8.63624E-06,-2.67230E-05,-2.59355E-07"
"3.00000E+00,2.31068E+00,-8.28620E-05,-5.11510E-05,-7.11194E-06,-4.81483E-05,-7.41037E-06"
"3.00000E+00,2.33523E+00,-1.57290E-04,-6.37949E-05,-2.36871E-05,-3.74849E-05,-5.11831E-06"
"3.00000E+00,2.35929E+00,-1.03797E-04,-3.72614E-05,2.39901E-06,-3.10218E-05,-1.75061E-06"
"3.00000E+00,2.38341E+00,-1.09263E-04,-3.95489E-05,-1.48351E-05,-3.15516E-05,-1.67554E-05"
"3.00000E+00,2.40848E+00,-1.49788E-04,-4.84568E-05,4.76318E-06,-3.00504E-05,-3.01379E-06"
"3.00000E+00,2.43294E+00,-1.53054E-04,-6.50098E-05,-9.66069E-06,-4.68375E-05,-1.01819E-05"
"3.00000E+00,2.45739E+00,-1.50233E-04,-5.23052E-05,-8.98798E-06,-3.92164E-05,-9.19353E-06"
"3.00000E+00,2.48183E+00,-1.73232E-04,-7.06221E-05,8.44254E-06,-5.61187E-05,3.15060E-06"
"3.00000E+00,2.50578E+00,-1.69449E-04,-6.84087E-05,5.97330E-06,-4.78939E-05,4.53916E-06"
"3.00000E+00,2.53049E+00,-1.91525E-04,-5.59773E-05,-1.05577E-05,-2.52115E-05,-4.73182E-06"
"3.00000E+00,2.55476E+00,-2.26362E-04,-6.56883E-05,1.81030E-05,-2.28694E-05,1.23794E-05"
"3.00000E+00,2.57949E+00,-1.63333E-04,-4.45721E-05,4.10163E-05,-2.39012E-05,9.89535E-06"
"3.00000E+00,2.60422E+00,-1.17615E-04,-5.61086E-05,2.49966E-05,-4.54313E-05,8.85791E-08"
"3.00000E+00,2.62866E+00,-1.96623E-04,-7.73833E-05,1.13947E-05,-5.06418E-05,5.21863E-06"
"3.00000E+00,2.65312E+00,-1.43729E-04,-4.27530E-05,-3.47110E-06,-3.31505E-05,-1.00086E-05"
"3.00000E+00,2.67707E+00,-3.01889E-04,-1.17009E-04,3.34673E-05,-4.76754E-05,1.33594E-05"
"3.00000E+00,2.70190E+00,-2.94514E-04,-9.86381E-05,1.06237E-05,-4.56952E-05,5.85801E-06"
"3.00000E+00,2.72590E+00,-2.87468E-04,-6.97530E-05,-4.67489E-05,-2.89698E-05,-2.29985E-05"
"3.00000E+00,2.75073E+00,-3.73728E-04,-1.21194E-04,2.20612E-05,-4.77906E-05,-1.77820E-05"
"3.00000E+00,2.77490E+00,-3.84210E-04,-1.31929E-04,3.08562E-05,-6.18271E-05,2.07213E-06"
"3.00000E+00,2.79951E+00,-4.55381E-04,-1.08101E-04,2.72437E-06,-4.27170E-05,-3.42063E-06"
"3.00000E+00,2.82393E+00,-6.85225E-04,-1.23823E-04,1.99024E-06,-1.92943E-05,1.44906E-06"
"3.00000E+00,2.84834E+00,-6.49285E-04,-1.58484E-04,-8.16848E-06,-2.53319E-05,5.61440E-06"
"3.00000E+00,2.87263E+00,-1.27555E-03,-2.43229E-04,-4.43501E-05,-4.01284E-05,1.92763E-05"
"3.00000E+00,2.89715E+00,-8.80180E-04,-1.55983E-04,9.16934E-05,-7.87354E-06,2.45543E-05",,,,,,
"3.00000E+00,2.92173E+00,-3.81303E-04,-7.50927E-05,8.48101E-05,9.02554E-06,1.13915E-05",,,,,,
"3.00000E+00,2.94627E+00,7.06736E-04,3.75122E-05,-3.33893E-05,8.30718E-06,-4.05904E-07",,,,,,
"3.00000E+00,2.96280E+00,1.48198E-03,1.45015E-05,-7.16960E-05,6.58770E-06,4.25155E-06",,,,,,

x/H,y/H,<uuu>/Uc**3,<uuv>/Uc**3,<uuw>/Uc**3,<uvv>/Uc**3,<uvw>/Uc**3
"4.02439E+00,2.03862E-02,-1.19535E-04,1.17211E-05,-8.05870E-05,-2.67329E-06,5.45283E-06",,,,,,
"4.02439E+00,3.78763E-02,-1.33725E-04,-6.58215E-06,-4.14870E-05,-1.02661E-05,1.25279E-05",,,,,,
"4.02439E+00,6.14676E-02,1.18725E-04,-6.16701E-05,-6.37366E-05,6.60488E-06,-2.97165E-05",,,,,,
"4.02439E+00,8.61473E-02,3.21423E-04,-1.09794E-04,-8.88601E-05,3.65009E-05,-9.12182E-05",,,,,,
"4.02439E+00,1.10617E-01,3.43750E-04,-2.89399E-05,-2.09180E-04,1.79119E-05,-1.20123E-04",,,,,,
"4.02439E+00,1.34790E-01,2.96826E-04,-1.44252E-04,6.85409E-05,1.84259E-04,4.13025E-06",,,,,,
"4.02439E+00,1.59141E-01,4.46821E-04,-2.05117E-04,-3.00529E-05,2.05102E-04,1.68114E-05",,,,,,
"4.02439E+00,1.83575E-01,3.42739E-04,-1.87130E-04,-8.77724E-05,1.96907E-04,1.38808E-04",,,,,,
"4.02439E+00,2.07514E-01,1.31734E-03,-1.98029E-04,-7.13962E-05,1.95232E-04,-1.18980E-04",,,,,,
"4.02439E+00,2.31827E-01,1.82444E-04,-1.46770E-04,1.70302E-04,1.84956E-04,-1.18260E-04",,,,,,
"4.02439E+00,2.56832E-01,1.14736E-03,-7.92101E-04,2.62827E-04,5.10169E-04,-3.82364E-05"
"4.02439E+00,2.81220E-01,6.94596E-04,-3.64831E-04,1.58153E-05,1.89429E-04,6.16636E-05"
"4.02439E+00,3.05827E-01,1.23615E-03,-5.42349E-04,-3.23090E-05,2.24291E-04,3.43067E-05"
"4.02439E+00,3.30239E-01,9.45813E-04,-4.16057E-04,3.80694E-05,3.96969E-04,1.06048E-05"
"4.02439E+00,3.54546E-01,5.47864E-04,-2.47155E-04,1.44827E-04,1.05661E-04,1.05103E-04"
"4.02439E+00,3.79288E-01,5.88037E-04,-2.57778E-04,5.45550E-05,1.60667E-04,-7.78686E-05"
"4.02439E+00,4.03246E-01,5.36551E-04,-3.28759E-04,1.94578E-04,1.27297E-04,-6.98986E-05"
"4.02439E+00,4.27988E-01,1.08742E-03,-1.39654E-04,-2.97845E-04,3.59954E-04,1.28279E-04"
"4.02439E+00,4.52020E-01,1.71857E-03,-6.91258E-04,8.52302E-05,4.38032E-04,5.62560E-05"
"4.02439E+00,4.76800E-01,8.58151E-04,-3.24727E-04,-8.98298E-05,4.23887E-04,-4.25200E-07"
"4.02439E+00,5.01193E-01,7.39251E-04,-3.66039E-04,2.55103E-04,3.26371E-04,-2.11816E-04"
"4.02439E+00,5.25700E-01,1.29983E-03,-6.05783E-04,1.30937E-04,5.70645E-04,7.29136E-05"
"4.02439E+00,5.49895E-01,1.54168E-03,-5.39907E-04,8.71002E-05,3.39623E-04,1.27200E-04"
"4.02439E+00,5.74856E-01,1.71305E-03,-3.67160E-04,3.15582E-04,-2.86006E-05,-7.06699E-05"
"4.02439E+00,5.98132E-01,4.84104E-04,-1.21841E-04,-1.49632E-04,9.12599E-05,2.50883E-04"
"4.02439E+00,6.23356E-01,6.23757E-04,-4.40197E-04,-2.37597E-04,4.18353E-04,2.18829E-04"
"4.02439E+00,6.48124E-01,2.21292E-03,-2.54586E-04,-3.66413E-04,3.40608E-04,1.61503E-04"
"4.02439E+00,6.72171E-01,7.26979E-04,-7.26354E-04,-3.84060E-05,3.33493E-04,2.81457E-04"
"4.02439E+00,6.96793E-01,6.87044E-04,-6.06903E-04,3.34359E-04,5.25614E-04,-6.81888E-05"
"4.02439E+00,7.21402E-01,-2.76618E-04,1.52603E-04,3.99853E-04,1.17296E-04,-2.70234E-04"
"4.02439E+00,7.46185E-01,-6.90712E-04,-1.94601E-04,2.76913E-04,2.34686E-04,-2.48382E-05"
"4.02439E+00,7.70424E-01,-9.10474E-04,2.93995E-04,1.03347E-04,-3.26176E-05,5.59645E-05"
"4.02439E+00,7.95322E-01,-2.69163E-04,6.27499E-05,-7.70201E-05,5.15692E-06,1.00245E-04"
"4.02439E+00,8.18795E-01,2.83770E-04,-1.28097E-04,-1.13611E-04,1.37468E-04,1.71241E-04"
"4.02439E+00,8.43837E-01,8.38377E-04,-3.77702E-05,-7.37428E-05,-1.58381E-04,9.84421E-05"
"4.02439E+00,8.67815E-01,-3.60847E-04,5.51853E-04,2.84090E-04,-3.95245E-04,-1.50177E-04"
"4.02439E+00,8.93034E-01,-6.45809E-04,5.50637E-04,-5.76274E-04,-4.63733E-04,2.73035E-04"
"4.02439E+00,9.16922E-01,-5.50219E-04,5.08287E-04,1.14308E-04,-4.45377E-04,-2.39412E-04"
"4.02439E+00,9.41339E-01,-1.33936E-03,8.83431E-04,2.57124E-04,-8.73899E-04,2.62903E-05"
"4.02439E+00,9.66212E-01,-1.18163E-03,7.74457E-04,-6.04851E-05,-5.13254E-04,-1.93978E-04"
"4.02439E+00,9.90354E-01,-1.69671E-03,8.77090E-04,-4.63370E-05,-7.74810E-04,1.83934E-05"
"4.02439E+00,1.01477E+00,-1.24695E-03,6.26673E-04,-1.41287E-04,-5.01707E-04,1.40941E-04"
"4.02439E+00,1.03922E+00,-1.39838E-03,6.83894E-04,-2.90876E-04,-4.69564E-04,7.96917E-05"
"4.02439E+00,1.06345E+00,-1.27852E-03,6.00649E-04,9.68438E-07,-3.79908E-04,3.08785E-05"
"4.02439E+00,1.08850E+00,-2.12564E-03,9.16860E-04,1.81541E-04,-6.20778E-04,-1.59710E-04"
"4.02439E+00,1.11221E+00,-1.51950E-03,8.75612E-04,2.33049E-04,-7.24729E-04,-1.15697E-04"
"4.02439E+00,1.13687E+00,-1.53648E-03,5.66298E-04,-2.27064E-05,-4.07415E-04,6.44992E-05"
"4.02439E+00,1.16158E+00,-1.90817E-03,7.91284E-04,-3.28523E-05,-5.68846E-04,8.56921E-06"
"4.02439E+00,1.18577E+00,-1.40394E-03,7.83249E-04,2.78241E-04,-5.91586E-04,-1.53396E-04"
"4.02439E+00,1.21023E+00,-2.70276E-03,1.07474E-03,1.98683E-04,-5.15100E-04,-6.96139E-05"
"4.02439E+00,1.23410E+00,-1.60194E-03,7.12971E-04,2.08975E-04,-5.61931E-04,-8.68854E-05"
"4.02439E+00,1.25942E+00,-1.33514E-03,5.47873E-04,2.19119E-04,-3.56572E-04,-5.19623E-05"
"4.02439E+00,1.28402E+00,-1.17931E-03,4.38750E-04,3.41665E-05,-3.32367E-04,-4.63370E-06"
"4.02439E+00,1.30823E+00,-1.04126E-03,3.20167E-04,9.53636E-05,-1.65786E-04,-7.17305E-05"
"4.02439E+00,1.33211E+00,-9.30409E-04,4.01816E-04,7.28315E-05,-3.11586E-04,-4.79031E-05"
"4.02439E+00,1.35674E+00,-4.56188E-04,2.36859E-04,1.91189E-05,-1.85613E-04,1.70583E-05"
"4.02439E+00,1.38163E+00,-4.93232E-04,2.33457E-04,-1.45177E-05,-1.66195E-04,-8.03529E-06"
"4.02439E+00,1.40548E+00,-3.55222E-04,1.00598E-04,-1.24959E-06,-8.73137E-05,1.02486E-05"
"4.02439E+00,1.43011E+00,-3.78850E-04,1.89161E-04,-1.63377E-05,-1.06677E-04,9.83232E-06"
"4.02439E+00,1.45438E+00,-2.20508E-04,9.19220E-05,-1.58169E-05,-6.70529E-05,5.45977E-06"
"4.02439E+00,1.47956E+00,-1.86821E-04,5.11560E-05,-8.25163E-06,-2.46663E-05,5.97954E-06"
"4.02439E+00,1.50370E+00,-1.75665E-04,5.79993E-05,7.05482E-06,-4.18510E-05,1.87079E-07"
"4.02439E+00,1.52818E+00,-1.36761E-04,3.35208E-05,2.49437E-06,-1.91053E-05,1.95704E-06"
"4.02439E+00,1.55258E+00,-1.21246E-04,7.67800E-05,-1.20790E-05,-5.32382E-05,1.70320E-06"
"4.02439E+00,1.57699E+00,-1.16949E-04,4.25581E-05,3.97056E-07,-2.89414E-05,6.27536E-06"
"4.02439E+00,1.60144E+00,-7.78125E-05,4.58559E-05,-6.19010E-06,-2.40813E-05,4.43159E-06"
"4.02439E+00,1.62620E+00,-8.00600E-05,5.03167E-05,1.10532E-05,-3.98403E-05,-5.67262E-06"
"4.02439E+00,1.65049E+00,-9.47351E-05,2.84631E-05,-1.43093E-05,-3.72322E-05,5.44301E-06"
"4.02439E+00,1.67491E+00,-6.55993E-05,2.86873E-05,-5.67588E-07,-1.85139E-05,7.79852E-07"
"4.02439E+00,1.69936E+00,-7.41184E-05,2.55853E-05,-5.74015E-06,-1.90855E-05,5.31234E-06"
"4.02439E+00,1.72377E+00,-8.15067E-05,2.68364E-05,2.91921E-06,-2.27441E-05,-4.21063E-06"
"4.02439E+00,1.74798E+00,-6.87700E-05,2.66806E-05,-9.34422E-06,-2.16835E-05,1.70815E-06"
"4.02439E+00,1.77251E+00,-8.72990E-05,2.17033E-05,5.69525E-07,-2.67108E-05,-1.71543E-07"
"4.02439E+00,1.79722E+00,-3.70861E-05,1.30669E-05,1.61888E-06,-2.47165E-05,-2.06334E-08"
"4.02439E+00,1.82143E+00,-4.32789E-05,8.24291E-06,-8.36930E-06,-1.17402E-05,-8.17128E-07"
"4.02439E+00,1.84600E+00,-5.37235E-05,7.76284E-06,-2.04031E-06,-2.36517E-05,2.17444E-08"
"4.02439E+00,1.87056E+00,-4.33533E-05,8.58422E-06,5.24756E-06,-1.67454E-05,1.39312E-06"
"4.02439E+00,1.89515E+00,-4.98806E-05,1.16774E-05,-1.12408E-06,-2.09557E-05,1.97956E-07"
"4.02439E+00,1.91916E+00,-4.90597E-05,-3.88351E-06,1.07901E-06,-1.57317E-05,-3.95861E-06"
"4.02439E+00,1.94382E+00,-5.88873E-05,-8.72297E-06,2.75108E-06,-1.86109E-05,-1.15899E-06"
"4.02439E+00,1.96790E+00,-3.66607E-05,-3.80459E-06,-3.73080E-06,-1.82465E-05,2.18297E-07"
"4.02439E+00,1.99278E+00,-1.93135E-05,6.05098E-08,2.39073E-06,-1.48846E-05,-2.34799E-08"
"4.02439E+00,2.01721E+00,-9.63012E-05,-1.68775E-05,4.55888E-06,-2.21430E-05,1.42891E-06"
"4.02439E+00,2.04195E+00,-8.92655E-05,-3.07687E-05,7.68130E-06,-2.82422E-05,5.36771E-06"
"4.02439E+00,2.06583E+00,-6.23464E-05,-2.51104E-05,-1.52223E-06,-2.27331E-05,-4.12567E-06"
"4.02439E+00,2.09053E+00,-9.39119E-05,-2.81756E-05,1.24196E-06,-2.54112E-05,1.18044E-07"
"4.02439E+00,2.11489E+00,-8.53353E-05,-2.74081E-05,2.79209E-06,-2.78850E-05,-3.14410E-06"
"4.02439E+00,2.13913E+00,-1.25208E-04,-4.21982E-05,-1.68516E-05,-3.18207E-05,-4.68389E-06"
"4.02439E+00,2.16369E+00,-8.49460E-05,-3.66024E-05,6.43270E-06,-3.07870E-05,5.93864E-06"
"4.02439E+00,2.18833E+00,-9.39830E-05,-3.02507E-05,7.67244E-06,-2.70842E-05,5.37262E-06"
"4.02439E+00,2.21255E+00,-8.34189E-05,-3.60728E-05,2.79341E-07,-2.47217E-05,9.57116E-07"
"4.02439E+00,2.23674E+00,-1.16923E-04,-2.97985E-05,-2.19998E-07,-2.67988E-05,-1.30141E-05"
"4.02439E+00,2.26176E+00,-8.23643E-05,-2.71700E-05,-4.08951E-06,-2.75857E-05,-4.57784E-06"
"4.02439E+00,2.28588E+00,-1.53367E-04,-5.89741E-05,-1.22856E-05,-5.44627E-05,-3.83791E-06"
"4.02439E+00,2.31038E+00,-1.47174E-04,-6.82379E-05,-9.05235E-06,-3.96771E-05,-4.22137E-06"
"4.02439E+00,2.33523E+00,-1.50739E-04,-5.66936E-05,-9.55505E-06,-4.05759E-05,1.07682E-06"
"4.02439E+00,2.35959E+00,-1.44419E-04,-5.01877E-05,-1.04062E-05,-3.93566E-05,-1.96201E-05"
"4.02439E+00,2.38374E+00,-1.33472E-04,-4.43677E-05,-2.89594E-05,-3.85677E-05,-3.47312E-06"
"4.02439E+00,2.40812E+00,-1.26013E-04,-4.04424E-05,-6.93058E-06,-2.22783E-05,-3.28478E-06"
"4.02439E+00,2.43296E+00,-1.82027E-04,-7.97170E-05,-1.36047E-05,-4.00223E-05,-2.12652E-07"
"4.02439E+00,2.45737E+00,-1.60185E-04,-6.08923E-05,1.95875E-05,-3.82850E-05,1.05481E-05"
"4.02439E+00,2.48149E+00,-2.55018E-04,-8.15466E-05,1.06367E-05,-3.87459E-05,-9.15166E-06"
"4.02439E+00,2.50605E+00,-1.36132E-04,-5.84474E-05,1.00190E-06,-2.56040E-05,2.70211E-06"
"4.02439E+00,2.53073E+00,-2.30250E-04,-7.39164E-05,-1.83069E-05,-5.05449E-05,-1.29334E-05"
"4.02439E+00,2.55505E+00,-3.53894E-04,-1.18316E-04,5.55834E-05,-6.07119E-05,2.14175E-05"
"4.02439E+00,2.57941E+00,-2.24956E-04,-6.60869E-05,-5.70003E-05,-3.48603E-05,6.19965E-06"
"4.02439E+00,2.60400E+00,-1.99621E-04,-5.84598E-05,-2.19723E-05,-4.10891E-05,-2.17209E-05"
"4.02439E+00,2.62798E+00,-2.12008E-04,-4.89265E-05,-2.13943E-05,-1.57321E-05,-7.86399E-06"
"4.02439E+00,2.65273E+00,-2.95901E-04,-8.67279E-05,2.13697E-06,-3.44114E-05,-1.07384E-06"
"4.02439E+00,2.67732E+00,-2.31707E-04,-7.81509E-05,-6.71456E-06,-5.79002E-05,-4.23680E-06"
"4.02439E+00,2.70171E+00,-3.17284E-04,-7.20592E-05,1.01252E-05,-5.02272E-05,1.04277E-05"
"4.02439E+00,2.72627E+00,-2.71683E-04,-1.01700E-04,1.84908E-06,-7.18411E-05,-6.04327E-06"
"4.02439E+00,2.75037E+00,-3.13900E-04,-7.87831E-05,-1.77817E-05,-3.50515E-05,2.48389E-06"
"4.02439E+00,2.77539E+00,-2.79257E-04,-8.52972E-05,1.44822E-05,-2.81781E-05,7.61656E-06"
"4.02439E+00,2.79920E+00,-4.65863E-04,-1.43107E-04,2.37941E-05,-5.73483E-05,7.07456E-06"
"4.02439E+00,2.82412E+00,-4.36147E-04,-1.02725E-04,5.29829E-05,-3.91392E-05,4.49532E-06"
"4.02439E+00,2.84798E+00,-3.80757E-04,-1.11279E-04,1.80817E-05,-5.96095E-05,2.88578E-06"
"4.02439E+00,2.87349E+00,-1.13568E-03,-2.11026E-04,3.30029E-05,-3.21220E-05,1.24100E-05"
"4.02439E+00,2.89737E+00,-1.17041E-03,-1.59151E-04,-4.35122E-05,-3.24530E-05,1.91703E-05"
"4.02439E+00,2.92137E+00,-3.70822E-04,-1.90800E-05,-9.18697E-05,1.94205E-06,-8.44153E-06"
"4.02439E+00,2.94627E+00,6.33229E-04,5.45403E-05,6.83155E-05,1.16314E-05,2.22773E-06"
"4.02439E+00,2.96339E+00,3.41089E-04,1.16660E-05,2.24500E-06,1.15460E-06,-2.36268E-06"

x/H,y/H,<uuu>/Uc**3,<uuv>/Uc**3,<uuw>/Uc**3,<uvv>/Uc**3,<uvw>/Uc**3
"5.00000E+00,2.10935E-02,-1.47468E-05,1.11700E-07,-2.17609E-06,-7.32378E-07,-3.30680E-06",,,,,,
"5.00000E+00,3.69385E-02,1.86764E-04,-1.74013E-05,1.11595E-04,7.91110E-06,-7.71936E-06",,,,,,
"5.00000E+00,6.07195E-02,5.43851E-04,-1.88676E-04,2.24690E-05,1.05813E-04,-1.49724E-05",,,,,,
"5.00000E+00,8.59295E-02,3.87593E-04,-2.47307E-04,6.46025E-05,1.87403E-04,-7.31363E-05",,,,,,
"5.00000E+00,1.09770E-01,6.68747E-04,-2.68107E-04,1.17718E-04,3.11218E-04,-1.21685E-04",,,,,,
"5.00000E+00,1.34632E-01,6.42866E-04,-3.32319E-04,-6.13744E-05,2.97780E-04,9.04464E-05",,,,,,
"5.00000E+00,1.58773E-01,6.84105E-04,-2.55985E-04,8.67573E-05,2.45467E-04,-5.10523E-05",,,,,,
"5.00000E+00,1.83595E-01,4.40720E-04,-3.06835E-04,-3.95439E-05,1.71680E-04,-3.95444E-05",,,,,,
"5.00000E+00,2.07854E-01,5.91449E-04,-1.79674E-04,-1.89644E-04,1.05599E-04,1.03845E-04",,,,,,
"5.00000E+00,2.32408E-01,1.01746E-03,-4.83838E-04,-1.11112E-04,5.58208E-04,2.07929E-04",,,,,,
"5.00000E+00,2.56056E-01,1.23635E-03,-3.78367E-04,-4.09644E-05,3.01091E-04,4.76396E-05",,,,,,
"5.00000E+00,2.81744E-01,6.83348E-04,-2.97782E-04,-1.86096E-05,3.43261E-04,-1.29054E-05",,,,,,
"5.00000E+00,3.06276E-01,6.10365E-04,-3.59835E-04,3.10066E-05,4.28415E-04,-2.98836E-06",,,,,,
"5.00000E+00,3.29676E-01,8.16545E-04,-2.20819E-04,-2.16208E-04,3.33884E-04,-3.01356E-05",,,,,,
"5.00000E+00,3.53624E-01,9.63815E-04,-6.65038E-04,2.64270E-04,5.06620E-04,-2.28240E-05"
"5.00000E+00,3.79115E-01,1.10934E-03,-4.48632E-04,1.37329E-04,3.79831E-04,-4.35132E-05"
"5.00000E+00,4.03210E-01,1.58825E-03,-4.49332E-04,1.26188E-04,2.54333E-04,-2.86145E-06"
"5.00000E+00,4.28251E-01,1.46207E-03,-6.64767E-04,5.77294E-05,6.03744E-04,-1.07149E-05"
"5.00000E+00,4.52593E-01,1.12602E-03,-2.59509E-04,-6.46948E-05,4.07853E-04,-2.32978E-04"
"5.00000E+00,4.76444E-01,9.01525E-04,-5.27891E-04,-1.21846E-04,5.06271E-04,2.31862E-04"
"5.00000E+00,5.00973E-01,2.64989E-04,-3.53573E-04,1.28253E-04,1.82099E-04,1.39486E-04"
"5.00000E+00,5.25117E-01,5.09600E-04,-3.05522E-04,-1.20524E-04,2.99930E-04,-4.42358E-05"
"5.00000E+00,5.50598E-01,3.81014E-04,-4.06265E-04,7.39081E-04,4.69826E-04,-4.74399E-04"
"5.00000E+00,5.74580E-01,3.32136E-04,-7.22966E-07,-1.94667E-04,-1.55154E-04,1.05299E-04"
"5.00000E+00,5.98961E-01,1.35620E-03,-3.30010E-04,-2.45927E-04,5.63400E-04,4.04111E-05"
