-0.32570	 108.00000	 5.04450	 0.00900	 -0.82930	 5.27900	 0.25600	 3.16110	 -0.13000	 -0.53440	0.00250	 -0.51570	 -1.24040	 0.00330	 0.05880	 3.63680	 -0.06860	 0.05860	 10.07710	 0.00920	-1.37330	 -1.10171	 0.00575	 -0.00241	 -0.01092	 -9.33574	 0.11183	 0.13082	 -0.00278	 0.01495	1.96887	 0.50791	 -0.01600	 0.01768	 0.15622	 8.83376
-0.32570	 123.00000	 5.62150	 -0.01340	 -0.94980	 6.13380	 0.23950	 3.78890	 -0.18320	 -0.62300	-0.00660	 -0.59650	 -1.12830	 -0.00690	 0.07390	 4.39780	 -0.09710	 0.04160	 13.70420	 -0.00750	-1.31330	 2.06326	 0.00672	 -0.00251	 -0.00876	 -9.59004	 0.15115	 0.12923	 0.00693	 0.01804	1.30647	 0.76542	 0.01070	 -0.01241	 -0.10105	 8.14255
-0.32570	 143.00000	 6.48100	 -0.01770	 -1.09950	 6.92260	 0.25200	 4.56510	 -0.22540	 -0.63820	-0.00590	 -0.68640	 -1.41860	 0.00230	 0.11620	 5.04110	 -0.13030	 0.06080	 13.77240	 -0.00930	-0.50160	 1.49941	 0.00777	 -0.00256	 -0.00594	 -9.62854	 0.17066	 0.11353	 0.00550	 0.01921	1.11763	 0.89475	 0.01126	 -0.01331	 -0.08002	 6.01137
-0.32570	 169.00000	 7.52740	 -0.02300	 -1.22420	 8.02610	 0.31000	 5.32550	 -0.31520	 -0.65640	-0.00830	 -0.71610	 -1.66860	 -0.00520	 0.15220	 5.42780	 -0.12950	 0.04300	 15.67200	 0.01620	-0.01400	 1.50839	 0.00904	 -0.00221	 -0.00449	 -9.23728	 0.19983	 0.10040	 0.00646	 0.02308	0.98316	 1.01713	 -0.01953	 0.02226	 0.10638	 4.77852
-0.32570	 203.00000	 8.76310	 -0.03580	 -1.37290	 9.49750	 0.39800	 6.35620	 -0.43230	 -0.68460	-0.00390	 -0.67700	 -0.89000	 -0.01280	 0.17340	 6.41010	 -0.12510	 -0.00520	 17.27810	 -0.01460	0.19580	 0.51688	 0.01075	 -0.00183	 -0.00158	 -8.90405	 0.22235	 0.08811	 0.00245	 0.02660	0.92062	 1.08623	 0.01788	 -0.02121	 -0.08397	 3.95959
-0.32570	 247.00000	 9.77350	 -0.03830	 -1.48820	 10.55820	 0.49150	 7.14830	 -0.53110	 -0.70130	0.01130	 -0.58900	 -0.59090	 -0.01900	 0.17150	 6.90390	 -0.13410	 0.04820	 17.19930	 -0.00050	2.06300	 -1.21888	 0.01204	 -0.00145	 0.00290	 -8.65786	 0.23314	 0.08072	 -0.00603	 0.02919	0.92523	 1.08081	 0.00069	 -0.00083	 -0.00290	 3.50087
-0.32570	 304.00000	 10.87900	 -0.04650	 -1.53120	 11.64060	 0.62870	 8.20010	 -0.65170	 -0.64420	-0.02450	 -0.31130	 -0.24620	 0.02730	 0.17510	 7.41380	 -0.23470	 -0.11220	 14.54890	 -0.12940	3.95860	 2.15296	 0.01354	 -0.00120	 0.00665	 -8.01165	 0.24090	 0.06594	 0.01079	 0.03186	0.96403	 1.03732	 0.19159	 -0.33191	 -0.73018	 2.19993
-0.32570	 379.00000	 12.08240	 -0.05180	 -1.46870	 11.92770	 0.76690	 8.81400	 -0.70830	 -0.42670	-0.04750	 0.15070	 0.15830	 0.08660	 0.02690	 6.89120	 -0.16960	 -0.16540	 9.26330	 -0.06880	6.18120	 3.83662	 0.01423	 -0.00015	 0.01087	 -6.93070	 0.23419	 0.04162	 0.01827	 0.03300	1.08031	 0.92566	 0.78449	 -0.30324	 -0.75870	 2.50194
-0.32570	 476.00000	 13.21130	 -0.09110	 -1.61940	 11.66510	 1.10480	 9.68780	 -0.90630	 -0.41930	0.01150	 0.70990	 -0.51430	 0.06470	 -0.04030	 5.99200	 -0.11290	 -0.17660	 9.21270	 -0.21990	7.73280	 -0.72698	 0.01486	 0.00061	 0.01180	 -6.98828	 0.25246	 0.03944	 -0.00352	 0.04036	1.21892	 0.82040	 -0.58313	 -0.30592	 -2.88490	 9.43032
-0.32570	 604.00000	 14.17260	 -0.11760	 -1.94080	 12.40890	 1.43140	 11.92930	 -0.88920	 -0.43600	-0.05810	 1.05320	 -0.79750	 -0.00200	 -0.07860	 7.57970	 0.16110	 -0.13710	 10.55110	 -0.17090	-1.53950	 3.73837	 0.01705	 0.00147	 -0.00330	 -7.79760	 0.21099	 0.03584	 0.01406	 0.03458	1.60634	 0.62253	 -0.16379	 -0.16040	 -2.17360	 13.55096
