-0.48860	 134.00000	 6.69630	 -0.00580	 -1.71490	 6.27250	 0.30440	 4.82250	 -0.29720	 -0.97230	0.03420	 -0.63830	 -1.89260	 -0.04270	 0.09680	 4.58530	 -0.07360	 0.15810	 11.22080	 0.01520	-4.24080	 -6.56438	 0.00759	 -0.00223	 -0.01977	 -14.36453	 0.21508	 0.17678	 -0.02823	 0.02624	1.01751	 0.98279	 -0.02182	 0.02366	 0.14367	 6.07309
-0.48860	 149.00000	 7.31730	 -0.01370	 -1.89150	 6.98050	 0.32140	 5.06650	 -0.33580	 -1.15770	0.04510	 -0.63010	 -2.07170	 -0.03660	 0.09380	 4.70280	 -0.14650	 0.17990	 11.63390	 -0.01240	-4.55990	 -7.64940	 0.00824	 -0.00233	 -0.01968	 -14.49352	 0.22419	 0.19467	 -0.03534	 0.02739	0.94860	 1.05419	 0.01572	 -0.01917	 -0.12315	 6.42489
-0.48860	 169.00000	 7.87070	 -0.03090	 -1.99790	 7.66730	 0.33210	 5.49540	 -0.40600	 -1.20460	0.04360	 -0.70060	 -2.17480	 -0.04310	 0.14230	 5.59970	 -0.09010	 0.13780	 12.85040	 -0.01770	-4.13680	 -6.12946	 0.00899	 -0.00219	 -0.01719	 -14.24314	 0.25443	 0.18558	 -0.03227	 0.03026	0.81330	 1.22955	 0.02190	 -0.02506	 -0.11904	 4.75082
-0.48860	 195.00000	 8.85370	 -0.03350	 -2.23900	 8.71330	 0.36110	 6.13630	 -0.45780	 -1.30710	0.05810	 -0.49460	 -2.25650	 -0.05280	 0.13550	 5.78300	 -0.09020	 0.13280	 13.71380	 -0.00100	-4.61110	 -7.23282	 0.01013	 -0.00141	 -0.01660	 -14.19191	 0.25809	 0.17876	 -0.03903	 0.03034	0.78250	 1.27796	 0.00171	 -0.00199	 -0.00688	 3.45719
-0.48860	 229.00000	 9.50420	 -0.04150	 -2.35610	 9.45590	 0.47420	 6.81380	 -0.54910	 -1.34180	0.06480	 -0.38600	 -1.86950	 -0.06880	 0.14320	 6.28070	 -0.20350	 0.08480	 14.32230	 -0.03090	-4.00830	 -6.73042	 0.01115	 -0.00135	 -0.01296	 -13.92299	 0.25931	 0.16716	 -0.03605	 0.03302	0.85764	 1.16599	 0.04981	 -0.07081	 -0.19450	 2.74664
-0.48860	 273.00000	 10.46160	 -0.05610	 -2.48850	 10.29660	 0.55670	 7.11430	 -0.65980	 -1.12620	0.07910	 -0.07840	 -0.73120	 -0.04930	 0.04070	 6.16580	 -0.12340	 -0.06020	 12.26180	 -0.01420	-2.32140	 -6.83627	 0.01197	 -0.00044	 -0.00630	 -13.38028	 0.27558	 0.13158	 -0.03975	 0.03698	0.83774	 1.19369	 0.06574	 -0.09713	 -0.22212	 2.28688
-0.48860	 330.00000	 11.18510	 -0.04960	 -2.91660	 10.78810	 0.71060	 9.36090	 -0.79520	 -1.59550	0.08530	 0.17850	 -3.02640	 -0.19320	 0.06280	 8.30730	 -0.18250	 -0.01580	 12.36540	 -0.06800	-9.81350	 -6.12263	 0.01389	 -0.00013	 -0.02280	 -14.61487	 0.28720	 0.15877	 -0.03307	 0.03834	0.88851	 1.12547	 0.94444	 -0.26637	 -0.33473	 1.25661
-0.48860	 405.00000	 12.43800	 -0.08690	 -3.11100	 11.17800	 0.95210	 10.52060	 -0.82830	 -1.49880	0.05620	 0.54910	 -1.64310	 -0.14710	 -0.08700	 8.40330	 -0.16700	 -0.18390	 8.50100	 -0.01770	-6.99490	 -3.88156	 0.01509	 0.00059	 -0.01416	 -14.04275	 0.25390	 0.13821	 -0.01776	 0.03665	1.14683	 0.87197	 -0.04857	 -0.03084	 -0.10357	 3.35827
-0.48860	 502.00000	 12.92900	 -0.10750	 -3.49600	 10.60410	 1.24630	 11.35070	 -1.00790	 -1.52160	0.11120	 0.78660	 -2.98640	 -0.33700	 -0.06010	 8.08780	 0.01920	 -0.16600	 9.14330	 -0.14290	-11.60150	 -6.29589	 0.01545	 0.00104	 -0.02348	 -15.13093	 0.27725	 0.13869	 -0.02957	 0.04371	1.22907	 0.81362	 -0.21557	 -0.18161	 -0.41745	 2.29855
-0.48860	 630.00000	 13.62840	 -0.11530	 -3.66610	 10.54150	 1.53750	 11.94840	 -0.96510	 -1.32520	0.09760	 1.28090	 -2.76930	 -0.29160	 -0.25160	 7.18180	 -0.10270	 -0.34140	 9.07750	 -0.03310	-9.85660	 -5.77466	 0.01600	 0.00174	 -0.01962	 -15.05640	 0.23973	 0.11808	 -0.02277	 0.04037	1.58501	 0.63091	 -0.02891	 -0.02576	 -0.08594	 3.33647
-0.48860	 796.00000	 14.24450	 -0.17100	 -3.74360	 10.49730	 1.88070	 12.61780	 -0.98040	 -1.29900	0.02990	 1.08340	 -4.16050	 -0.54040	 -0.21650	 7.99310	 0.08800	 -0.17150	 9.00870	 -0.25200	-9.46430	 -1.74685	 0.01665	 0.00134	 -0.02068	 -14.72493	 0.22065	 0.11287	 -0.00614	 0.03924	1.91741	 0.52154	 -0.27409	 -0.23184	 -0.43287	 1.86715
-0.48860	 1012.00000	 14.77770	 -0.19790	 -3.85650	 10.53320	 2.17140	 13.10240	 -0.93570	 -1.15530	-0.07170	 1.26350	 -3.71480	 -0.47870	 -0.32620	 7.86820	 0.56100	 -0.46450	 7.60400	 -0.29550	-8.92340	 4.38185	 0.01719	 0.00216	 -0.01855	 -14.62613	 0.19565	 0.09834	 0.01344	 0.03636	2.31383	 0.43218	 -0.19326	 -0.21375	 -0.51012	 2.38651
-0.48860	 1294.00000	 15.27060	 -0.22490	 -3.90440	 10.58540	 2.58440	 12.82080	 -1.01040	 -0.93470	-0.16150	 0.78750	 -2.91480	 -0.55210	 -0.20030	 7.03660	 0.86430	 -0.62660	 7.71550	 -0.53600	-6.68800	 9.08121	 0.01731	 0.00157	 -0.01426	 -14.34217	 0.19318	 0.08023	 0.02806	 0.03937	2.52574	 0.39592	 -0.48037	 -0.45841	 -0.91263	 1.99087
-0.48860	 1663.00000	 15.59870	 -0.28890	 -3.89760	 10.40890	 3.16780	 13.20730	 -0.99920	 -0.91430	-0.21030	 1.30680	 -2.95790	 -0.65500	 -0.50890	 7.65400	 1.08210	 -0.78270	 4.57090	 -1.00760	-6.39910	 11.88548	 0.01784	 0.00188	 -0.01364	 -14.02907	 0.17401	 0.07798	 0.03251	 0.03812	3.10237	 0.32233	 -0.72946	 -0.59387	 -1.21477	 2.04550
-0.48860	 2143.00000	 15.81670	 -0.36870	 -3.90130	 10.28490	 3.79880	 13.45890	 -1.01570	 -0.69050	-0.30810	 1.04680	 -2.33520	 -0.75190	 -0.20630	 7.59230	 1.56470	 -0.84910	 4.85700	 -1.99290	-6.27970	 16.87452	 0.01834	 0.00082	 -0.01241	 -13.85583	 0.16250	 0.05869	 0.04309	 0.03854	3.57904	 0.27940	 -3.22163	 -1.05861	 -2.55602	 2.41452
-0.48860	 2769.00000	 16.22080	 -0.44330	 -3.81820	 10.27170	 4.55820	 13.80710	 -0.99060	 -0.20320	-0.51000	 1.22790	 -1.98990	 -1.28580	 -0.59370	 7.41520	 1.73690	 -1.22500	 1.71180	 -2.13020	-6.98500	 27.24120	 0.01907	 0.00106	 -0.01308	 -13.24568	 0.14477	 0.01706	 0.06429	 0.03891	4.09109	 0.24443	 -2.55236	 -1.00146	 -1.50411	 1.50193
