-0.08140	 102.00000	 8.82920	 -0.00500	 -0.46840	 9.04990	 0.37030	 5.64820	 -0.44320	 -0.51430	-0.00220	 -1.03000	 -1.01490	 -0.00690	 0.18130	 5.30960	 -0.18120	 0.04530	 14.53050	 0.00880	-0.50690	 0.28441	 0.00998	 -0.00290	 -0.00369	 -3.03677	 0.24210	 0.07193	 0.00152	 0.02941	0.83550	 1.19688	 -0.00732	 0.00841	 0.04850	 5.76426
-0.08140	 117.00000	 9.66500	 -0.01560	 -0.50370	 9.99250	 0.39970	 6.55660	 -0.52700	 -0.46330	-0.01090	 -1.02350	 -0.97760	 -0.00880	 0.21460	 6.09990	 -0.20480	 0.02370	 14.24590	 0.05840	0.67490	 1.18489	 0.01122	 -0.00251	 -0.00067	 -2.98332	 0.26370	 0.05724	 0.00673	 0.03110	0.75828	 1.31877	 -0.04992	 0.05595	 0.27191	 4.85980
-0.08140	 137.00000	 10.35320	 -0.04380	 -0.51770	 10.99510	 0.46590	 7.15110	 -0.62050	 -0.57830	-0.01210	 -0.78700	 -0.75450	 0.00520	 0.24020	 6.02610	 -0.29160	 -0.04100	 14.28620	 -0.04650	0.65880	 1.11715	 0.01232	 -0.00220	 -0.00018	 -2.86263	 0.27415	 0.06522	 0.00663	 0.03334	0.75070	 1.33208	 0.04133	 -0.05540	 -0.19354	 3.49329
-0.08140	 163.00000	 11.03010	 -0.03900	 -0.57980	 11.60490	 0.54250	 8.01620	 -0.67880	 -0.52300	-0.04380	 -0.48680	 -1.38190	 -0.02550	 0.20450	 5.81430	 -0.27290	 -0.03190	 14.13690	 -0.02620	1.74890	 3.69193	 0.01335	 -0.00142	 0.00062	 -3.00900	 0.27053	 0.05422	 0.02100	 0.03373	0.79755	 1.25385	 0.03334	 -0.04695	 -0.12713	 2.70801
-0.08140	 197.00000	 11.89860	 -0.07000	 -0.63120	 12.34760	 0.63940	 8.47600	 -0.76110	 -0.66540	-0.01560	 -0.12010	 -0.91040	 -0.01760	 0.17370	 4.98560	 -0.18950	 0.03680	 11.64820	 -0.07660	2.28590	 1.17421	 0.01421	 -0.00065	 0.00230	 -3.03659	 0.27087	 0.06504	 0.00670	 0.03547	0.83992	 1.19058	 0.19834	 -0.34143	 -0.43874	 1.28503
-0.08140	 241.00000	 12.44280	 -0.10340	 -0.64410	 12.68340	 0.82900	 8.97460	 -0.87050	 -0.67120	-0.02840	 0.14040	 -1.01250	 0.03670	 0.11260	 4.81140	 -0.27430	 -0.10590	 13.17340	 -0.23860	2.88040	 1.86861	 0.01489	 -0.00060	 0.00308	 -2.96326	 0.26846	 0.06291	 0.01041	 0.03873	0.95182	 1.05062	 0.64054	 -0.77431	 -2.01469	 2.60191
-0.08140	 298.00000	 13.35230	 -0.13150	 -0.70950	 13.50820	 0.99010	 9.98560	 -0.94290	 -0.74360	-0.01670	 0.65550	 -1.35940	 0.03150	 0.04730	 4.67270	 -0.41710	 -0.14010	 11.77750	 -0.30220	3.57950	 1.01468	 0.01621	 -0.00009	 0.00335	 -3.04166	 0.25783	 0.06403	 0.00531	 0.03852	1.04989	 0.95248	 4.73668	 -0.38896	 -5.31770	 13.67172
-0.08140	 373.00000	 13.96620	 -0.17370	 -0.82310	 13.74350	 1.18030	 10.71980	 -0.98060	 -0.79060	-0.03390	 1.15430	 -1.08150	 -0.06980	 -0.11970	 3.88180	 -0.24140	 -0.09370	 11.98970	 -0.40790	4.19200	 1.97997	 0.01698	 0.00072	 0.00431	 -3.37283	 0.24347	 0.06514	 0.00953	 0.03826	1.20293	 0.83130	 -0.80772	 -0.34589	 -2.94375	 8.51063
-0.08140	 470.00000	 14.69180	 -0.19620	 -0.82660	 13.99860	 1.38300	 11.30550	 -0.99410	 -0.90180	-0.06320	 1.27210	 -1.27740	 -0.03340	 -0.31730	 2.25270	 0.12980	 0.01970	 10.01530	 -0.24090	5.77650	 3.63769	 0.01767	 0.00158	 0.00609	 -3.22022	 0.22593	 0.07168	 0.01598	 0.03733	1.38841	 0.72025	 -0.20749	 -0.18839	 -0.75505	 4.00781
-0.08140	 598.00000	 15.39610	 -0.26020	 -0.83280	 13.03350	 1.76470	 11.93100	 -1.07910	 -0.70460	0.01240	 1.39290	 -1.00230	 -0.00570	 -0.24400	 2.19070	 0.17740	 -0.16740	 6.47110	 -0.50130	6.29150	 -0.65836	 0.01770	 0.00146	 0.00719	 -3.09620	 0.22501	 0.05650	 -0.00270	 0.04037	1.63524	 0.61153	 -0.46894	 -0.35701	 -2.05395	 5.75315
