x[mm]   y[mm]   z[mm]   U[m/s]  V[m/s]  W[m/s]  urms[m/s]       vrms[m/s]       wrms[m/s]       uv[m2/s2]       uw[m2/s2]       uuu[m3/s3]      vvv[m3/s3]      www[m3/s3]      uuv[m3/s3]      uuw[m3/s3]      uvv[m3/s3]      uww[m3/s3]
87.000	0.000	368.000	43.201	0.216	-6.629	0.624	0.425	0.630	-0.006	0.016	-0.049	-0.019	0.138	-0.006	0.022	-0.002	0.004
87.000	0.000	388.000	42.865	0.144	-6.035	0.484	0.330	0.434	-0.001	0.019	-0.062	-0.019	0.024	-0.006	0.002	-0.003	0.001
87.000	0.000	408.000	42.639	0.078	-5.419	0.432	0.298	0.344	-0.002	0.020	-0.057	-0.014	0.011	-0.006	-0.004	-0.005	-0.001
87.000	0.000	428.000	42.463	-0.006	-4.874	0.411	0.276	0.311	-0.002	0.020	-0.059	-0.016	0.017	-0.006	-0.003	-0.004	0.000
87.000	0.000	458.000	42.188	0.044	-4.338	0.386	0.259	0.303	-0.002	0.020	-0.070	-0.014	0.015	-0.006	-0.004	-0.003	-0.002
87.000	0.000	488.000	41.964	0.255	-3.812	0.393	0.256	0.298	-0.002	0.018	-0.080	-0.012	0.012	-0.005	-0.004	-0.002	-0.003
87.000	0.000	518.000	41.767	0.320	-3.219	0.393	0.248	0.271	-0.002	0.017	-0.075	-0.016	0.008	-0.005	-0.003	-0.003	-0.001
87.000	0.000	558.000	41.552	0.453	-2.610	0.388	0.241	0.283	-0.001	0.014	-0.062	-0.012	0.014	-0.004	-0.001	-0.003	-0.001
87.000	0.000	598.000	41.338	0.472	-2.161	0.400	0.241	0.292	-0.001	0.016	-0.065	-0.013	0.009	-0.005	-0.002	-0.002	-0.001
87.000	0.000	638.000	41.330	0.183	-1.819	0.393	0.247	0.278	-0.003	0.014	-0.058	-0.018	0.007	-0.006	-0.002	-0.005	-0.002
87.000	0.000	688.000	41.305	-0.004	-1.545	0.396	0.236	0.268	-0.001	0.015	-0.057	-0.012	0.005	-0.005	-0.002	-0.002	-0.001
87.000	0.000	738.000	41.169	-0.366	-1.233	0.396	0.229	0.250	-0.002	0.012	-0.056	-0.009	0.007	-0.004	-0.001	-0.002	-0.002
