TITLE     = "on"
variables="x/c","y/c","u/Uinf","v/Uinf","uu/Uinf^2","vv/Uinf^2","uv/Uinf^2"
 9.987713695E-01 1.577961892E-01 1.073485374E+00 -1.388200372E-01 2.340375679E-03 1.630130457E-03 -7.631344488E-04
 9.987713695E-01 1.553157270E-01 1.074212074E+00 -1.411699355E-01 1.749946503E-03 1.628565136E-03 -6.088342634E-04
 9.987713695E-01 1.528352499E-01 1.072521210E+00 -1.433772594E-01 1.563837752E-03 1.659905887E-03 -5.281859194E-04
 9.987713695E-01 1.503547728E-01 1.071074724E+00 -1.450127065E-01 1.418188098E-03 1.708851778E-03 -4.772252578E-04
 9.987713695E-01 1.478743106E-01 1.070670128E+00 -1.456855834E-01 1.302516786E-03 1.760331099E-03 -4.624745052E-04
 9.987713695E-01 1.453938335E-01 1.067726612E+00 -1.449705064E-01 1.281665755E-03 1.828690409E-03 -4.964248510E-04
 9.987713695E-01 1.429133713E-01 1.063357830E+00 -1.434501708E-01 1.361797913E-03 1.958691282E-03 -5.745238741E-04
 9.987713695E-01 1.406236887E-01 1.058593631E+00 -1.427555531E-01 1.540024648E-03 2.149001928E-03 -6.860052235E-04
 9.987713695E-01 1.381432265E-01 1.054550529E+00 -1.430116743E-01 1.812143717E-03 2.328637755E-03 -8.199831354E-04
 9.987713695E-01 1.356627494E-01 1.050217867E+00 -1.433856040E-01 2.138292417E-03 2.457487863E-03 -9.369641193E-04
 9.987713695E-01 1.331822872E-01 1.044992805E+00 -1.436313540E-01 2.478584414E-03 2.576523693E-03 -1.009869156E-03
 9.987713695E-01 1.307017952E-01 1.037605405E+00 -1.455410123E-01 2.814506181E-03 2.747862367E-03 -1.059510047E-03
 9.987713695E-01 1.282213330E-01 1.029164553E+00 -1.476493627E-01 3.177708946E-03 3.036843846E-03 -1.107277232E-03
 9.987713695E-01 1.257408559E-01 1.020793200E+00 -1.491379142E-01 3.661157098E-03 3.455071943E-03 -1.192820491E-03
 9.987713695E-01 1.234511957E-01 1.013251781E+00 -1.484380364E-01 4.288289230E-03 3.892347682E-03 -1.372017083E-03
 9.987713695E-01 1.209707260E-01 1.005753040E+00 -1.489286423E-01 4.924933426E-03 4.284914117E-03 -1.655304222E-03
 9.987713695E-01 1.184902489E-01 9.975154400E-01 -1.496388167E-01 5.418256391E-03 4.739057273E-03 -2.022002125E-03
 9.987713695E-01 1.160097793E-01 9.871240258E-01 -1.507547647E-01 5.813253112E-03 5.337712821E-03 -2.437375952E-03
 9.987713695E-01 1.135293022E-01 9.750127792E-01 -1.496745944E-01 6.328735501E-03 6.045855116E-03 -2.891461365E-03
 9.987713695E-01 1.110488325E-01 9.631069899E-01 -1.479269266E-01 7.220664527E-03 6.824635901E-03 -3.455646569E-03
 9.987713695E-01 1.085683629E-01 9.515368938E-01 -1.459143311E-01 8.720380254E-03 7.666720543E-03 -4.250315484E-03
 9.987713695E-01 1.062786952E-01 9.399385452E-01 -1.454028338E-01 1.072707959E-02 8.456687443E-03 -5.242917221E-03
 9.987713695E-01 1.037982181E-01 9.272468686E-01 -1.455322802E-01 1.266118046E-02 8.963422850E-03 -6.109795533E-03
 9.987713695E-01 1.013177484E-01 9.133140445E-01 -1.448489577E-01 1.406638417E-02 9.161670692E-03 -6.622093730E-03
 9.987713695E-01 9.883727878E-02 8.986179829E-01 -1.430054009E-01 1.523385663E-02 9.290446527E-03 -7.007455919E-03
 9.987713695E-01 9.635680914E-02 8.839135766E-01 -1.415096521E-01 1.661479659E-02 9.579070844E-03 -7.456324529E-03
 9.987713695E-01 9.387633204E-02 8.702817559E-01 -1.409896314E-01 1.827785745E-02 1.009953860E-02 -7.840747014E-03
 9.987713695E-01 9.139586240E-02 8.561161757E-01 -1.407398582E-01 2.027182654E-02 1.070672553E-02 -8.160543628E-03
 9.987713695E-01 8.891538531E-02 8.411788940E-01 -1.392471045E-01 2.250220627E-02 1.124036778E-02 -8.649178781E-03
 9.987713695E-01 8.662572503E-02 8.265468478E-01 -1.383718401E-01 2.487560548E-02 1.185604837E-02 -9.501882829E-03
 9.987713695E-01 8.414524794E-02 8.101663589E-01 -1.372943968E-01 2.740146033E-02 1.274865028E-02 -1.056669932E-02
 9.987713695E-01 8.166477829E-02 7.929250002E-01 -1.360854656E-01 2.967048064E-02 1.378419623E-02 -1.143461745E-02
 9.987713695E-01 7.918430865E-02 7.768598199E-01 -1.344082057E-01 3.146275878E-02 1.471367385E-02 -1.196269412E-02
 9.987713695E-01 7.670383155E-02 7.610632777E-01 -1.341432631E-01 3.339455277E-02 1.538867876E-02 -1.235681213E-02
 9.987713695E-01 7.422336191E-02 7.441017628E-01 -1.345269382E-01 3.612204641E-02 1.584765874E-02 -1.288650744E-02
 9.987713695E-01 7.174289227E-02 7.229445577E-01 -1.333042532E-01 3.956020623E-02 1.631150395E-02 -1.370615326E-02
 9.987713695E-01 6.945322454E-02 7.015638351E-01 -1.302820295E-01 4.299834371E-02 1.698308066E-02 -1.484400965E-02
