TITLE     = "on"
variables="x/c","y/c","u/Uinf","v/Uinf","uu/Uinf^2","vv/Uinf^2","uv/Uinf^2"
 1.099707484E+00 1.650467962E-01 1.076763630E+00 -6.139083952E-02 1.328193350E-03 1.241598511E-03 3.758729144E-05
 1.099707484E+00 1.625663340E-01 1.077928185E+00 -6.126153097E-02 1.117629232E-03 1.200680737E-03 1.837598938E-05
 1.099707484E+00 1.600858569E-01 1.077398658E+00 -6.184173375E-02 1.028119121E-03 1.211698516E-03 -1.524107120E-05
 1.099707484E+00 1.577961892E-01 1.075713873E+00 -6.244812533E-02 1.146748080E-03 1.295092632E-03 -3.492682663E-05
 1.099707484E+00 1.553157270E-01 1.074475169E+00 -6.309861690E-02 1.352429041E-03 1.395761734E-03 -4.346286369E-05
 1.099707484E+00 1.528352499E-01 1.073238492E+00 -6.312707812E-02 1.557952142E-03 1.506962348E-03 -6.966738147E-05
 1.099707484E+00 1.503547728E-01 1.071781754E+00 -6.348031759E-02 1.707432559E-03 1.625559758E-03 -1.301171142E-04
 1.099707484E+00 1.478743106E-01 1.070003867E+00 -6.476777047E-02 1.770535135E-03 1.737446990E-03 -2.098725381E-04
 1.099707484E+00 1.453938335E-01 1.068212748E+00 -6.577170640E-02 1.827485044E-03 1.911243307E-03 -2.607128699E-04
 1.099707484E+00 1.429133713E-01 1.065506577E+00 -6.675722450E-02 1.996765845E-03 2.210995182E-03 -2.918590617E-04
 1.099707484E+00 1.406236887E-01 1.062391520E+00 -6.756471097E-02 2.244196134E-03 2.605599118E-03 -3.542767954E-04
 1.099707484E+00 1.381432265E-01 1.059212208E+00 -7.000046223E-02 2.474471927E-03 3.061933210E-03 -4.463029036E-04
 1.099707484E+00 1.356627494E-01 1.054088354E+00 -7.251063734E-02 2.718919888E-03 3.545841668E-03 -5.714198924E-04
 1.099707484E+00 1.331822872E-01 1.047840714E+00 -7.448450476E-02 3.104346804E-03 3.948294092E-03 -7.490034914E-04
 1.099707484E+00 1.307017952E-01 1.040020108E+00 -7.580077648E-02 3.699224908E-03 4.174889997E-03 -9.877176490E-04
 1.099707484E+00 1.282213330E-01 1.032299161E+00 -7.742239535E-02 4.473593552E-03 4.263388459E-03 -1.314759837E-03
 1.099707484E+00 1.257408559E-01 1.023730874E+00 -7.905922085E-02 5.386600271E-03 4.356125370E-03 -1.722960151E-03
 1.099707484E+00 1.234511957E-01 1.016765475E+00 -8.151844144E-02 6.493587978E-03 4.594300874E-03 -2.158923773E-03
 1.099707484E+00 1.209707260E-01 1.008643627E+00 -8.390311897E-02 7.786539383E-03 4.959698766E-03 -2.582225483E-03
 1.099707484E+00 1.184902489E-01 1.000123620E+00 -8.464794606E-02 9.029640816E-03 5.276279990E-03 -2.904854016E-03
 1.099707484E+00 1.160097793E-01 9.903293848E-01 -8.601858467E-02 1.007824671E-02 5.442467052E-03 -3.047938459E-03
