TITLE     = "on"
variables="x/c","y/c","u/Uinf","v/Uinf","uu/Uinf^2","vv/Uinf^2","uv/Uinf^2"
 1.299809217E+00 1.656192243E-01 1.063766718E+00 -1.592167653E-02 1.384160947E-03 8.357763290E-04 -1.757793507E-04
 1.299809217E+00 1.633295566E-01 1.064100266E+00 -1.527133025E-02 1.385894138E-03 8.745714440E-04 -2.023079578E-04
 1.299809217E+00 1.608490944E-01 1.064274549E+00 -1.427349634E-02 1.426066621E-03 9.680677322E-04 -2.569472708E-04
 1.299809217E+00 1.585594118E-01 1.064018130E+00 -1.391118485E-02 1.483596978E-03 1.089252881E-03 -3.032409877E-04
 1.299809217E+00 1.560789347E-01 1.062360883E+00 -1.337367110E-02 1.556306612E-03 1.195612946E-03 -3.275643976E-04
 1.299809217E+00 1.537892818E-01 1.060449123E+00 -1.274794806E-02 1.679023728E-03 1.277111587E-03 -3.719527740E-04
 1.299809217E+00 1.513088048E-01 1.057898521E+00 -1.122450922E-02 1.861194032E-03 1.361478819E-03 -4.673093208E-04
 1.299809217E+00 1.490191370E-01 1.054881930E+00 -1.085543353E-02 2.117696218E-03 1.465433277E-03 -6.085067871E-04
 1.299809217E+00 1.465386748E-01 1.051931977E+00 -1.176976878E-02 2.461579861E-03 1.549944864E-03 -7.596486830E-04
 1.299809217E+00 1.442489922E-01 1.050146341E+00 -1.258199476E-02 2.851716476E-03 1.605259138E-03 -8.996917750E-04
 1.299809217E+00 1.417685300E-01 1.047186375E+00 -1.308465283E-02 3.246796550E-03 1.709869248E-03 -1.056443551E-03
 1.299809217E+00 1.394788623E-01 1.043016791E+00 -1.272453740E-02 3.677688073E-03 1.902992954E-03 -1.226436696E-03
 1.299809217E+00 1.369983852E-01 1.039687753E+00 -1.369731221E-02 4.195881076E-03 2.159005497E-03 -1.385007869E-03
 1.299809217E+00 1.347087175E-01 1.036670923E+00 -1.459635887E-02 4.767886363E-03 2.466189908E-03 -1.562511316E-03
 1.299809217E+00 1.322282553E-01 1.033171773E+00 -1.643471047E-02 5.326567683E-03 2.778538270E-03 -1.756573096E-03
 1.299809217E+00 1.299385726E-01 1.029448271E+00 -1.659286208E-02 5.844638683E-03 3.001162782E-03 -1.888470259E-03
 1.299809217E+00 1.274581105E-01 1.026225567E+00 -1.771008782E-02 6.288840901E-03 3.119572997E-03 -1.942057861E-03
 1.299809217E+00 1.251684427E-01 1.022159219E+00 -1.882965304E-02 6.758602336E-03 3.188935574E-03 -1.956928987E-03
 1.299809217E+00 1.226879731E-01 1.017079473E+00 -2.175560780E-02 7.449764293E-03 3.223255742E-03 -1.958329696E-03
 1.299809217E+00 1.203983054E-01 1.011492372E+00 -2.336179279E-02 8.318745531E-03 3.301226301E-03 -2.005530521E-03
 1.299809217E+00 1.179178357E-01 1.005728006E+00 -2.442786098E-02 9.186251089E-03 3.552895272E-03 -2.132599475E-03
 1.299809217E+00 1.156281680E-01 1.000151277E+00 -2.423973940E-02 1.000868063E-02 3.972196020E-03 -2.306913957E-03
 1.299809217E+00 1.131476909E-01 9.939021468E-01 -2.507468127E-02 1.075553056E-02 4.439334385E-03 -2.488258760E-03
 1.299809217E+00 1.108580306E-01 9.863722324E-01 -2.561057732E-02 1.136660390E-02 4.873138387E-03 -2.691103145E-03
 1.299809217E+00 1.083775535E-01 9.779656529E-01 -2.704979666E-02 1.200441923E-02 5.289575551E-03 -2.956759417E-03
