# Profile of w_m_vel. at x/H= 1.0 z/H= .0
#   y (mm)    w_m_vel.(m/s)     21 points
  2.600E+01   1.985E-02
  2.650E+01  -1.191E-01
  2.700E+01  -1.985E-01
  2.750E+01  -1.588E-01
  2.800E+01  -1.985E-01
  2.850E+01  -1.786E-01
  2.900E+01   3.970E-02
  2.950E+01   1.191E-01
  3.000E+01   2.779E-01
  3.050E+01   2.977E-01
  3.150E+01   2.184E-01
  3.250E+01   1.786E-01
  3.450E+01   9.925E-02
  3.650E+01   5.955E-02
  3.750E+01  -1.390E-01
  3.850E+01  -1.390E-01
  4.050E+01  -7.940E-02
  4.250E+01  -3.970E-02
  4.450E+01   3.970E-02
  4.650E+01   1.985E-02
  4.800E+01   1.191E-01
