# Profile of uv_comp. at x/H=-1.0 z/H= .0
#   y (mm)    uv_comp.(m2/s2)   30 points
  5.000E-01  -6.190E-01
  1.000E+00  -8.550E-01
  2.000E+00  -8.720E-01
  3.000E+00  -8.732E-01
  4.000E+00  -8.207E-01
  5.000E+00  -7.857E-01
  6.000E+00  -7.270E-01
  8.000E+00  -6.529E-01
  1.000E+01  -5.548E-01
  1.200E+01  -4.606E-01
  1.400E+01  -3.739E-01
  1.600E+01  -3.164E-01
  1.800E+01  -2.368E-01
  2.000E+01  -1.832E-01
  2.200E+01  -9.102E-02
  2.400E+01  -4.255E-02
  2.500E+01   1.182E-03
  2.600E+01   2.561E-02
  2.800E+01   7.880E-02
  3.000E+01   1.288E-01
  3.200E+01   2.128E-01
  3.400E+01   2.656E-01
  3.600E+01   3.231E-01
  3.800E+01   3.830E-01
  4.000E+01   4.496E-01
  4.200E+01   5.430E-01
  4.400E+01   6.139E-01
  4.600E+01   7.077E-01
  4.800E+01   8.207E-01
  4.900E+01   8.527E-01
