# Profile of uw_comp. at x/H=-1.0 z/H= .0
#   y (mm)    uw_comp.(m2/s2)   20 points
  2.500E+00  -5.638E-01
  5.000E+00  -4.685E-01
  7.500E+00  -2.679E-01
  1.000E+01  -1.048E-01
  1.250E+01  -1.387E-01
  1.500E+01  -8.432E-02
  1.750E+01  -7.289E-02
  2.000E+01  -3.783E-02
  2.250E+01  -4.768E-02
  2.500E+01  -5.319E-02
  2.750E+01  -4.649E-02
  3.000E+01  -7.644E-02
  3.250E+01  -6.107E-02
  3.500E+01  -7.526E-02
  3.750E+01  -1.190E-01
  4.000E+01  -1.111E-01
  4.250E+01  -1.154E-01
  4.500E+01  -2.632E-01
  4.750E+01  -1.462E-01
  4.950E+01  -3.101E-01
