# Profile of v2_comp. at x/H= 1.0 z/H= .0
#   y (mm)    v2_comp.(m2/s2)   22 points
  2.550E+01   2.089E+01
  2.600E+01   2.898E+01
  2.650E+01   3.754E+01
  2.700E+01   4.818E+01
  2.750E+01   5.343E+01
  2.800E+01   6.109E+01
  2.900E+01   5.865E+01
  3.000E+01   4.213E+01
  3.100E+01   2.727E+01
  3.200E+01   1.707E+01
  3.350E+01   1.065E+01
  3.500E+01   7.255E+00
  3.650E+01   5.006E+00
  3.800E+01   3.005E+00
  3.950E+01   1.849E+00
  4.100E+01   1.372E+00
  4.250E+01   1.178E+00
  4.400E+01   1.103E+00
  4.550E+01   1.090E+00
  4.700E+01   1.055E+00
  4.850E+01   8.404E-01
  4.950E+01   2.853E-01
