# Profile of uv_comp. at x/H= 4.0 z/H= .0
#   y (mm)    uv_comp.(m2/s2)   29 points
  5.000E-01  -8.535E-01
  1.000E+00  -9.122E-01
  2.000E+00  -1.560E+00
  4.000E+00  -2.311E+00
  6.000E+00  -2.643E+00
  8.000E+00  -3.402E+00
  1.000E+01  -3.581E+00
  1.200E+01  -3.926E+00
  1.400E+01  -4.231E+00
  1.600E+01  -4.598E+00
  1.800E+01  -4.578E+00
  2.000E+01  -5.036E+00
  2.200E+01  -4.813E+00
  2.400E+01  -4.631E+00
  2.500E+01  -4.396E+00
  2.600E+01  -4.052E+00
  2.800E+01  -3.814E+00
  3.000E+01  -3.057E+00
  3.200E+01  -2.181E+00
  3.400E+01  -1.410E+00
  3.600E+01  -7.396E-01
  3.800E+01  -3.727E-01
  4.000E+01  -1.001E-01
  4.200E+01   1.824E-01
  4.400E+01   4.728E-01
  4.600E+01   8.830E-01
  4.800E+01   1.166E+00
  4.900E+01   1.100E+00
  4.950E+01   8.077E-01
