# Profile of u2_comp. at x/H=-1.0 z/H= .0
#   y (mm)    u2_comp.(m2/s2)   30 points
  5.000E-01   7.142E+00
  1.000E+00   6.940E+00
  2.000E+00   6.230E+00
  3.000E+00   5.601E+00
  4.000E+00   5.151E+00
  5.000E+00   4.724E+00
  6.000E+00   4.269E+00
  8.000E+00   3.629E+00
  1.000E+01   2.971E+00
  1.200E+01   2.500E+00
  1.400E+01   2.053E+00
  1.600E+01   1.694E+00
  1.800E+01   1.361E+00
  2.000E+01   1.160E+00
  2.200E+01   8.479E-01
  2.400E+01   7.494E-01
  2.500E+01   7.152E-01
  2.600E+01   7.187E-01
  2.800E+01   7.900E-01
  3.000E+01   8.984E-01
  3.200E+01   1.158E+00
  3.400E+01   1.372E+00
  3.600E+01   1.569E+00
  3.800E+01   1.885E+00
  4.000E+01   2.140E+00
  4.200E+01   2.494E+00
  4.400E+01   2.939E+00
  4.600E+01   3.318E+00
  4.800E+01   3.873E+00
  4.900E+01   4.820E+00
