x[mm]	y[mm]	z[mm]	U[m/s]	V[m/s]	W[m/s]	urms[m/s]	vrms[m/s]	wrms[m/s]	uv[m2/s2]	uw[m2/s2]	uuu[m3/s3]	vvv[m3/s3]	www[m3/s3]	uuv[m3/s3]	uuw[m3/s3]	uvv[m3/s3]	uww[m3/s3]
-83.000 	0.000 	282.900 	2.213 		-2.384 	10.012 		7.023 		-52.110 	-118.921 		26.319 		90.424 		-31.832 
-83.000 	0.000 	283.900 	3.424 		-3.056 	10.047 		7.877 		-51.030 	-112.012 		-1.209 		91.983 		-29.014 
-83.000 	0.000 	284.900 	3.924 		-3.535 	10.062 		8.488 		-48.374 	-144.672 		-13.506 		88.500 		-17.307 
-83.000 	0.000 	285.900 	4.612 		-3.876 	10.032 		9.134 		-49.442 	-119.603 		-15.165 		101.804 		-33.066 
-83.000 	0.000 	286.900 	5.226 		-4.237 	10.289 		9.635 		-51.654 	-113.045 		-35.525 		91.492 		-21.325 
-83.000 	0.000 	287.900 	5.646 		-4.568 	10.164 		9.914 		-50.567 	-121.145 		-26.303 		97.075 		-44.282 
-83.000 	0.000 	288.900 	6.121 		-4.814 	10.397 		10.220 		-52.053 	-162.377 		-23.114 		98.374 		-14.531 
-83.000 	0.000 	289.900 	6.840 		-5.359 	10.598 		10.584 		-55.342 	-178.292 		7.123 		93.768 		-31.285 
-83.000 	0.000 	290.900 	7.354 		-5.337 	10.668 		10.849 		-56.200 	-160.647 		28.047 		90.131 		-43.240 
-83.000 	0.000 	291.900 	8.104 		-5.788 	10.768 		11.131 		-58.408 	-152.853 		82.582 		94.401 		-52.960 
-83.000 	0.000 	292.900 	8.826 		-6.049 	10.820 		11.189 		-57.659 	-184.381 		87.266 		128.403 		-73.449 
-83.000 	0.000 	293.900 	9.641 		-6.435 	11.029 		11.217 		-60.687 	-200.574 		104.335 		114.302 		-67.398 
-83.000 	0.000 	294.900 	10.403 		-6.756 	11.108 		11.293 		-61.788 	-230.920 		164.818 		134.016 		-93.143 
-83.000 	0.000 	295.900 	11.079 		-7.056 	11.231 		11.343 		-62.550 	-238.605 		234.022 		112.387 		-118.808 
-83.000 	0.000 	296.900 	11.854 		-7.294 	11.370 		11.476 		-65.627 	-270.254 		258.317 		161.111 		-102.681 
-83.000 	0.000 	297.900 	12.907 		-7.634 	11.533 		11.603 		-67.466 	-248.017 		292.676 		181.743 		-155.541 
-83.000 	0.000 	298.000 	12.987 		-7.642 	11.515 		11.686 		-67.525 	-254.804 		309.210 		188.289 		-256.113 
-83.000 	0.000 	300.000 	15.304 		-8.682 	11.510 		11.729 		-69.911 	-372.377 		571.553 		285.197 		-395.664 
-83.000 	0.000 	303.000 	18.461 		-10.033 	11.637 		11.545 		-70.517 	-571.919 		854.543 		410.483 		-554.638 
-83.000 	0.000 	308.000 	24.370 		-11.670 	11.483 		10.786 		-65.909 	-964.492 		1036.854 		582.505 		-748.128 
-83.000 	0.000 	313.000 	30.740 		-13.275 	10.291 		9.457 		-51.123 	-1048.349 		1035.970 		637.099 		-772.359 
-83.000 	0.000 	323.000 	40.391 		-14.359 	6.561 		6.760 		-22.462 	-627.190 		623.700 		418.507 		-448.674 
-83.000 	0.000 	333.000 	44.192 		-14.300 	2.848 		3.667 		-2.557 	-46.601 		130.702 		41.044 		-51.584 
-83.000 	0.000 	343.000 	44.660 		-13.519 	1.535 		1.796 		0.139 	4.595 		15.660 		2.952 		2.735 
-83.000 	0.000 	353.000 	44.606 		-12.720 	0.941 		1.007 		0.121 	0.674 		2.201 		0.540 		0.416 
-83.000 	0.000 	363.000 	44.527 		-11.887 	0.663 		0.653 		0.044 	0.091 		0.374 		0.107 		0.057 
-83.000 	0.000 	373.000 	44.430 		-11.112 	0.520 		0.466 		0.031 	-0.007 		0.107 		0.034 		0.015 
-83.000 	0.000 	388.000 	44.218 		-10.103 	0.428 		0.371 		0.013 	-0.027 		0.028 		0.014 		0.000 
																	
																	
																	
																	
																	
