x[mm]	y[mm]	z[mm]	U[m/s]	V[m/s]	W[m/s]	urms[m/s]	vrms[m/s]	wrms[m/s]	uv[m2/s2]	uw[m2/s2]	uuu[m3/s3]	vvv[m3/s3]	www[m3/s3]	uuv[m3/s3]	uuw[m3/s3]	uvv[m3/s3]	uww[m3/s3]
-163.000 	0.000 	320.700 	-9.169 		6.211 	9.900 		7.343 		-43.238 	755.730 		-401.763 		-404.835 		306.616 
-163.000 	0.000 	321.700 	-7.865 		5.398 	10.722 		8.796 		-51.082 	783.106 		-623.927 		-436.134 		405.152 
-163.000 	0.000 	322.700 	-6.182 		4.311 	11.605 		10.222 		-66.716 	895.406 		-809.537 		-553.793 		540.118 
-163.000 	0.000 	323.700 	-3.531 		2.756 	12.845 		11.418 		-85.355 	954.452 		-798.126 		-641.219 		549.188 
-163.000 	0.000 	324.700 	-0.514 		1.260 	14.119 		12.395 		-102.657 	950.979 		-755.918 		-546.502 		474.113 
-163.000 	0.000 	325.700 	3.177 		-0.614 	14.858 		12.752 		-111.445 	572.691 		-341.698 		-318.802 		187.855 
-163.000 	0.000 	326.700 	7.934 		-2.412 	15.554 		12.848 		-121.161 	-41.270 		90.321 		65.489 		-124.322 
-163.000 	0.000 	327.700 	14.063 		-5.091 	15.822 		12.957 		-123.560 	-979.798 		746.235 		677.579 		-794.193 
-163.000 	0.000 	328.700 	20.065 		-6.948 	15.185 		12.270 		-110.484 	-1677.646 		1023.946 		1033.534 		-1009.156 
-163.000 	0.000 	329.700 	24.854 		-7.967 	14.780 		11.576 		-102.661 	-1978.385 		1136.910 		1175.655 		-1141.860 
-163.000 	0.000 	330.700 	29.822 		-9.163 	13.585 		10.292 		-80.923 	-2071.734 		1035.506 		1142.458 		-1042.372 
-163.000 	0.000 	331.700 	33.938 		-9.514 	12.569 		9.660 		-69.558 	-1968.334 		1048.296 		1094.368 		-1020.008 
-163.000 	0.000 	332.700 	37.779 		-9.919 	10.880 		8.359 		-50.423 	-1577.365 		797.615 		852.101 		-769.795 
-163.000 	0.000 	333.700 	40.596 		-9.890 	9.564 		7.534 		-39.414 	-1286.532 		618.504 		697.324 		-601.551 
-163.000 	0.000 	334.700 	42.808 		-9.974 	8.097 		6.478 		-28.013 	-910.504 		448.670 		505.320 		-443.444 
-163.000 	0.000 	335.700 	44.354 		-9.728 	6.876 		5.840 		-21.281 	-698.605 		376.309 		392.147 		-331.756 
-163.000 	0.000 	336.000 	44.512 		-9.580 	6.739 		5.720 		-21.262 	-683.892 		340.193 		373.700 		-327.134 
-163.000 	0.000 	338.000 	47.155 		-9.414 	4.430 		4.505 		-10.001 	-220.569 		196.747 		144.891 		-144.002 
-163.000 	0.000 	343.000 	50.114 		-9.324 	1.955 		2.641 		-1.804 	-8.335 		24.128 		8.184 		-8.648 
-163.000 	0.000 	348.000 	50.947 		-9.265 	0.957 		1.810 		-0.290 	-0.857 		3.406 		1.010 		-1.220 
-163.000 	0.000 	353.000 	50.589 		-9.033 	0.609 		1.361 		-0.045 	-0.151 		0.667 		0.152 		-0.270 
-163.000 	0.000 	363.000 	49.644 		-8.489 	0.456 		0.932 		-0.020 	-0.047 		0.108 		0.025 		-0.065 
-163.000 	0.000 	373.000 	48.791 		-7.967 	0.371 		0.702 		-0.007 	-0.015 		0.032 		0.008 		-0.025 
-163.000 	0.000 	388.000 	47.769 		-7.187 	0.376 		0.478 		-0.005 	-0.018 		0.009 		0.008 		-0.008 
																	
																	
																	
																	
																	
																	
																	
																	
																	
