x[mm]	y[mm]	z[mm]	U[m/s]	V[m/s]	W[m/s]	urms[m/s]	vrms[m/s]	wrms[m/s]	uv[m2/s2]	uw[m2/s2]	uuu[m3/s3]	vvv[m3/s3]	www[m3/s3]	uuv[m3/s3]	uuw[m3/s3]	uvv[m3/s3]	uww[m3/s3]
-123.000 	0.000 	302.000 	-4.033 		0.353 	12.312 		9.092 		-83.147 	-2.364 		152.148 		163.187 		-255.209 
-123.000 	0.000 	303.000 	-3.042 		0.203 	12.791 		9.882 		-85.037 	-99.283 		85.480 		254.052 		-290.717 
-123.000 	0.000 	304.000 	-1.865 		-0.753 	13.108 		10.844 		-85.352 	-190.332 		20.606 		273.274 		-248.450 
-123.000 	0.000 	305.000 	-0.513 		-1.350 	13.268 		11.417 		-88.005 	-227.942 		77.397 		281.501 		-285.923 
-123.000 	0.000 	306.000 	0.492 		-2.303 	13.330 		12.064 		-89.885 	-307.050 		58.914 		312.502 		-295.566 
-123.000 	0.000 	307.000 	1.678 		-3.037 	13.595 		12.676 		-99.390 	-389.953 		180.578 		366.758 		-367.280 
-123.000 	0.000 	308.000 	2.907 		-3.391 	14.102 		12.867 		-104.210 	-473.873 		270.346 		426.854 		-435.141 
-123.000 	0.000 	309.000 	4.165 		-4.207 	13.824 		13.112 		-98.484 	-568.040 		365.003 		401.106 		-476.582 
-123.000 	0.000 	310.000 	5.647 		-4.785 	14.175 		13.439 		-105.060 	-533.804 		537.533 		453.368 		-494.321 
-123.000 	0.000 	311.000 	7.488 		-5.843 	14.405 		13.257 		-106.809 	-780.815 		609.432 		591.012 		-634.896 
-123.000 	0.000 	312.000 	8.722 		-6.201 	14.410 		13.435 		-108.376 	-736.303 		716.704 		590.055 		-662.291 
-123.000 	0.000 	313.000 	10.656 		-7.123 	14.380 		13.284 		-108.212 	-825.603 		899.952 		715.043 		-849.173 
-123.000 	0.000 	314.000 	12.351 		-7.566 	14.339 		13.250 		-107.034 	-924.721 		964.311 		745.602 		-869.219 
-123.000 	0.000 	315.000 	14.011 		-8.181 	14.426 		13.042 		-104.428 	-1047.710 		1045.370 		719.622 		-883.285 
-123.000 	0.000 	316.000 	15.812 		-8.803 	14.217 		12.884 		-104.793 	-1138.321 		1104.356 		871.780 		-1011.294 
-123.000 	0.000 	317.000 	17.289 		-9.031 	14.314 		12.660 		-104.900 	-1180.521 		1164.592 		887.391 		-1042.963 
-123.000 	0.000 	318.000 	19.207 		-9.595 	14.102 		12.387 		-101.074 	-1323.072 		1183.252 		901.742 		-1026.331 
-123.000 	0.000 	318.000 	19.262 		-9.553 	14.182 		12.388 		-101.366 	-1329.096 		1183.483 		892.567 		-1026.809 
-123.000 	0.000 	320.000 	23.701 		-10.697 	13.465 		11.863 		-93.400 	-1616.468 		1341.699 		1031.879 		-1156.909 
-123.000 	0.000 	323.000 	29.871 		-12.104 	12.270 		10.428 		-70.903 	-1848.503 		1281.344 		1079.766 		-1132.056 
-123.000 	0.000 	328.000 	38.879 		-12.999 	9.128 		8.153 		-39.768 	-1245.418 		906.304 		731.306 		-764.236 
-123.000 	0.000 	333.000 	44.585 		-13.185 	5.660 		5.741 		-16.423 	-472.879 		410.754 		308.937 		-306.963 
-123.000 	0.000 	343.000 	47.819 		-12.632 	1.884 		2.488 		-0.225 	-4.538 		49.832 		11.499 		-10.886 
-123.000 	0.000 	353.000 	47.480 		-11.831 	1.000 		1.237 		0.307 	0.252 		2.774 		0.625 		0.167 
-123.000 	0.000 	363.000 	47.045 		-11.033 	0.671 		0.801 		0.167 	0.005 		0.427 		0.102 		0.032 
-123.000 	0.000 	373.000 	46.662 		-10.217 	0.505 		0.603 		0.090 	-0.018 		0.113 		0.030 		0.003 
-123.000 	0.000 	388.000 	46.114 		-9.156 	0.416 		0.432 		0.045 	-0.026 		0.031 		0.007 		-0.001 
																	
																	
																	
																	
																	
																	
